"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema AWOS","2024","3","13","13:00","2.5","2.4","2.2","71","4.2","221","3.5","-","1014.3","6.7"
"Jyväskylä lentoasema AWOS","2024","3","13","14:00","2.6","2.3","2","72","3.5","204","2.8","-","1013.7","5.5"
"Jyväskylä lentoasema AWOS","2024","3","13","15:00","2.1","1.9","1.6","72","3.6","177","2.1","-","1013.1","4.6"
"Jyväskylä lentoasema AWOS","2024","3","13","16:00","1.8","1.6","1.5","72","2.9","159","1.8","-","1012.7","3.5"
"Jyväskylä lentoasema AWOS","2024","3","13","17:00","1.6","1.4","1.2","73","2","160","1.7","-","1012.5","3.2"
"Jyväskylä lentoasema AWOS","2024","3","13","18:00","1.3","1.1","0.9","74","2.7","164","2.3","-","1012.2","3.7"
"Jyväskylä lentoasema AWOS","2024","3","13","19:00","1","0.8","0.6","76","2.9","175","2.5","-","1011.9","3.6"
"Jyväskylä lentoasema AWOS","2024","3","13","20:00","0.7","0.5","0.5","82","3","167","2.7","-","1011.3","3.9"
"Jyväskylä lentoasema AWOS","2024","3","13","21:00","0.5","0.1","-0.1","91","2.9","166","2.5","-","1010.8","3.8"
"Jyväskylä lentoasema AWOS","2024","3","13","22:00","0.2","0","-0.1","96","2.9","172","2.6","-","1010.2","4.1"
"Jyväskylä lentoasema AWOS","2024","3","13","23:00","0.4","0.2","0.2","97","3.5","181","2.8","-","1009.6","5.2"
"Jyväskylä lentoasema AWOS","2024","3","14","00:00","0.7","0.6","0.4","97","3.9","199","3.5","-","1008.9","5.9"
"Jyväskylä lentoasema AWOS","2024","3","14","01:00","0.9","0.8","0.7","96","4.2","206","3.8","-","1008.4","7.1"
"Jyväskylä lentoasema AWOS","2024","3","14","02:00","0.9","0.8","0.8","96","3.9","199","3.7","-","1007.7","6.3"
"Jyväskylä lentoasema AWOS","2024","3","14","03:00","0.9","0.8","0.8","96","4.3","201","4","-","1007","6.8"
"Jyväskylä lentoasema AWOS","2024","3","14","04:00","1","0.9","0.8","96","4.4","194","4","-","1006.3","7.2"
"Jyväskylä lentoasema AWOS","2024","3","14","05:00","1","1","0.9","95","4.5","185","4","-","1005.3","6.7"
"Jyväskylä lentoasema AWOS","2024","3","14","06:00","1.2","1.1","0.9","95","5","179","4.5","-","1004.4","8.3"
"Jyväskylä lentoasema AWOS","2024","3","14","07:00","1.5","1.3","1.1","94","5.8","174","5.1","-","1003.3","8.9"
"Jyväskylä lentoasema AWOS","2024","3","14","08:00","1.8","1.6","1.5","93","6.3","177","5.8","-","1002.1","9.8"
"Jyväskylä lentoasema AWOS","2024","3","14","09:00","2.1","2","1.8","93","6.5","178","6","-","1000.9","9.8"
"Jyväskylä lentoasema AWOS","2024","3","14","10:00","2.2","2.1","2","94","6.2","180","5.7","-","1000.1","9.5"
"Jyväskylä lentoasema AWOS","2024","3","14","11:00","2.9","2.5","2.1","94","6.9","194","6.2","-","999.4","10.7"
"Jyväskylä lentoasema AWOS","2024","3","14","12:00","3","2.9","2.8","94","7.4","202","6.2","-","999.1","12.6"
"Jyväskylä lentoasema AWOS","2024","3","14","13:00","3.4","3.1","2.9","93","6.8","202","5.9","-","998.4","11.4"
"Jyväskylä lentoasema AWOS","2024","3","14","14:00","3.4","3.3","3.2","93","6.6","205","5.9","-","997.9","11.7"
"Jyväskylä lentoasema AWOS","2024","3","14","15:00","3.4","3.2","3.1","93","6.5","206","6","-","997.4","10.6"
"Jyväskylä lentoasema AWOS","2024","3","14","16:00","3.3","3.2","3","94","6.4","207","5.5","-","997.3","10.1"
"Jyväskylä lentoasema AWOS","2024","3","14","17:00","3.2","3.1","2.9","95","6","206","5.5","-","997.1","9"
"Jyväskylä lentoasema AWOS","2024","3","14","18:00","3.4","3.2","3","96","6.2","208","5.5","-","997","9.5"
"Jyväskylä lentoasema AWOS","2024","3","14","19:00","3.6","3.4","3.3","95","5.5","216","4.6","-","997","8.9"
"Jyväskylä lentoasema AWOS","2024","3","14","20:00","3.9","3.7","3.5","93","5.2","216","4.5","-","997.1","8.9"
"Jyväskylä lentoasema AWOS","2024","3","14","21:00","4.2","4","3.8","91","4.8","214","4.5","-","997","8.7"
"Jyväskylä lentoasema AWOS","2024","3","14","22:00","4.4","4.2","4","90","4.9","211","4.3","-","996.8","8.2"
"Jyväskylä lentoasema AWOS","2024","3","14","23:00","4.6","4.4","4.2","90","5.1","212","4.7","-","996.8","9.1"
"Jyväskylä lentoasema AWOS","2024","3","15","00:00","4.7","4.5","4.3","88","4.7","217","4.2","-","996.8","7.9"
"Jyväskylä lentoasema AWOS","2024","3","15","01:00","4.6","4.4","4.3","88","5.3","213","4.5","-","996.6","7.9"
"Jyväskylä lentoasema AWOS","2024","3","15","02:00","4.5","4.4","4.2","87","4.8","220","4.1","-","996.5","7.7"
"Jyväskylä lentoasema AWOS","2024","3","15","03:00","4.3","4.2","4","87","4.6","219","3.9","-","996.6","7.1"
"Jyväskylä lentoasema AWOS","2024","3","15","04:00","4.2","4","3.8","85","4.7","219","4","-","996.8","7.3"
"Jyväskylä lentoasema AWOS","2024","3","15","05:00","4","3.8","3.6","85","4.7","216","4.1","-","997","7.6"
"Jyväskylä lentoasema AWOS","2024","3","15","06:00","3.8","3.7","3.6","84","5.2","223","4.6","-","997.4","9.3"
"Jyväskylä lentoasema AWOS","2024","3","15","07:00","3.8","3.7","3.6","83","4.5","228","3.4","-","998.2","6.9"
"Jyväskylä lentoasema AWOS","2024","3","15","08:00","4.1","3.9","3.7","81","4.6","218","3.9","-","998.5","8"
"Jyväskylä lentoasema AWOS","2024","3","15","09:00","4.9","4.3","3.9","78","5.8","222","5","-","999.1","9.5"
"Jyväskylä lentoasema AWOS","2024","3","15","10:00","6","5.2","4.7","73","6.3","220","5.8","-","999.6","11.3"
"Jyväskylä lentoasema AWOS","2024","3","15","11:00","6.6","6","5.6","68","5.9","222","5.4","-","1000","9.6"
"Jyväskylä lentoasema AWOS","2024","3","15","12:00","7.3","6.7","6.3","64","6.2","224","5.3","-","1000.3","9.4"
"Jyväskylä lentoasema AWOS","2024","3","15","13:00","7.6","7.2","6.8","63","6.3","225","5.1","-","1000.6","9.2"
"Jyväskylä lentoasema AWOS","2024","3","15","14:00","7.4","7","6.7","64","6.2","230","4.8","-","1000.9","8.9"
"Jyväskylä lentoasema AWOS","2024","3","15","15:00","7.2","6.6","6","67","5.1","220","4.4","-","1001.2","7.9"
"Jyväskylä lentoasema AWOS","2024","3","15","16:00","6","5.5","5","74","4.5","206","2.7","-","1001.6","7.9"
"Jyväskylä lentoasema AWOS","2024","3","15","17:00","5.1","4.7","4.5","82","2.8","188","2.5","-","1001.7","4.7"
"Jyväskylä lentoasema AWOS","2024","3","15","18:00","4.7","4.5","4","86","3.1","189","2.9","-","1001.8","5.2"
"Jyväskylä lentoasema AWOS","2024","3","15","19:00","4.3","3.8","3.3","94","3","178","2.8","-","1001.5","4.7"
"Jyväskylä lentoasema AWOS","2024","3","15","20:00","3.6","3.4","3.1","98","3.4","154","3","-","1000.9","4.8"
"Jyväskylä lentoasema AWOS","2024","3","15","21:00","3.6","3.4","3.2","98","4.3","155","3.7","-","1000.1","6"
"Jyväskylä lentoasema AWOS","2024","3","15","22:00","3.6","3.5","3.4","97","4.6","170","3.9","-","999.6","7.3"
"Jyväskylä lentoasema AWOS","2024","3","15","23:00","3.5","3.4","3.2","98","3.2","168","2.9","-","999.3","4.9"
"Jyväskylä lentoasema AWOS","2024","3","16","00:00","3.9","3.6","3.2","98","3.8","174","3.1","-","999","6.1"
"Jyväskylä lentoasema AWOS","2024","3","16","01:00","4.5","4.1","3.7","98","3.9","185","3.6","-","998.5","6.6"
"Jyväskylä lentoasema AWOS","2024","3","16","02:00","4.7","4.4","4","97","4.6","187","4","-","998.2","6.7"
"Jyväskylä lentoasema AWOS","2024","3","16","03:00","4.7","4.5","4.2","97","4.1","191","3.3","-","998","6.9"
"Jyväskylä lentoasema AWOS","2024","3","16","04:00","4.5","4.3","4.1","97","3.4","188","3","-","998","5.3"
"Jyväskylä lentoasema AWOS","2024","3","16","05:00","4.6","4.5","4.4","96","3.6","211","3.2","-","998.4","6.6"
"Jyväskylä lentoasema AWOS","2024","3","16","06:00","4.4","4.2","3.8","95","3.7","225","3.1","-","999.2","5.7"
"Jyväskylä lentoasema AWOS","2024","3","16","07:00","4","3.8","3.6","95","3.3","234","2.8","-","1000","5.4"
"Jyväskylä lentoasema AWOS","2024","3","16","08:00","3.8","3.6","3.2","95","3.2","282","2.5","-","1000.9","4.5"
"Jyväskylä lentoasema AWOS","2024","3","16","09:00","3.6","2.6","2.3","94","3.8","327","3.3","-","1002.1","5.1"
"Jyväskylä lentoasema AWOS","2024","3","16","10:00","2.4","2.2","1.9","95","3.8","326","3.6","-","1003.1","4.9"
"Jyväskylä lentoasema AWOS","2024","3","16","11:00","2.4","2.3","2","93","3.7","336","3.3","-","1003.8","5.2"
"Jyväskylä lentoasema AWOS","2024","3","16","12:00","2.3","2","1.8","92","4.6","347","3.6","-","1004.8","6.5"
"Jyväskylä lentoasema AWOS","2024","3","16","13:00","1.9","1.4","1","90","4.9","346","4.3","-","1005.5","6.6"
"Jyväskylä lentoasema AWOS","2024","3","16","14:00","1","0.6","0.3","91","4.5","346","4.2","-","1006.1","6.5"
"Jyväskylä lentoasema AWOS","2024","3","16","15:00","0.6","0.4","0.2","86","4.9","7","4.1","-","1006.7","7.1"
"Jyväskylä lentoasema AWOS","2024","3","16","16:00","0.2","0.1","0","81","4.9","14","4","-","1007.3","8.4"
"Jyväskylä lentoasema AWOS","2024","3","16","17:00","0","0","-0.1","82","4.8","18","3.7","-","1008","6.7"
"Jyväskylä lentoasema AWOS","2024","3","16","18:00","0","-0.1","-0.2","82","3.7","15","3.2","-","1008.6","6.1"
"Jyväskylä lentoasema AWOS","2024","3","16","19:00","-0.1","-0.6","-1","83","4.9","360","4.4","-","1009.5","8.3"
"Jyväskylä lentoasema AWOS","2024","3","16","20:00","-1","-1.6","-1.8","89","6.3","2","5.3","-","1010","9.4"
"Jyväskylä lentoasema AWOS","2024","3","16","21:00","-1.8","-2","-2.4","87","6.4","14","5.2","-","1010.5","10.3"
"Jyväskylä lentoasema AWOS","2024","3","16","22:00","-2.4","-2.5","-2.8","88","5.7","15","4.5","-","1011.1","9.9"
"Jyväskylä lentoasema AWOS","2024","3","16","23:00","-2.7","-2.8","-2.9","88","5.7","23","4.6","-","1011.7","9.3"
"Jyväskylä lentoasema AWOS","2024","3","17","00:00","-2.7","-3.1","-3.6","83","6.2","20","5.4","-","1012.3","9.8"
"Jyväskylä lentoasema AWOS","2024","3","17","01:00","-3","-3.2","-3.5","69","5.7","26","4.7","-","1012.8","8.4"
"Jyväskylä lentoasema AWOS","2024","3","17","02:00","-3","-3.1","-3.2","63","6.3","26","5.5","-","1013.3","9.7"
"Jyväskylä lentoasema AWOS","2024","3","17","03:00","-3","-3.1","-3.2","55","6.6","28","5.8","-","1014","10.2"
"Jyväskylä lentoasema AWOS","2024","3","17","04:00","-3","-3.2","-3.3","52","7","25","6.4","-","1014.6","11.6"
"Jyväskylä lentoasema AWOS","2024","3","17","05:00","-3.2","-3.4","-3.7","53","7.1","23","6","-","1015.7","10.2"
"Jyväskylä lentoasema AWOS","2024","3","17","06:00","-3.7","-3.9","-4.1","53","7.1","21","6.4","-","1016.9","10.6"
"Jyväskylä lentoasema AWOS","2024","3","17","07:00","-3.9","-4.2","-4.5","53","7.7","16","6.6","-","1018.2","12"
"Jyväskylä lentoasema AWOS","2024","3","17","08:00","-4.3","-4.4","-4.5","50","8.2","26","7.2","-","1019.4","12.6"
"Jyväskylä lentoasema AWOS","2024","3","17","09:00","-4","-4.2","-4.5","42","7.9","34","6.2","-","1020.6","10.3"
"Jyväskylä lentoasema AWOS","2024","3","17","10:00","-3.4","-3.8","-4.1","31","7","29","6","-","1021.4","10.5"
"Jyväskylä lentoasema AWOS","2024","3","17","11:00","-3.1","-3.3","-3.5","28","7.3","25","5.5","-","1022.3","10.9"
"Jyväskylä lentoasema AWOS","2024","3","17","12:00","-2.7","-2.9","-3.2","29","6.1","18","5.1","-","1023.1","9.4"
"Jyväskylä lentoasema AWOS","2024","3","17","13:00","-2.5","-2.7","-2.9","31","5.7","11","5.2","-","1023.7","8.7"
"Jyväskylä lentoasema AWOS","2024","3","17","14:00","-2.2","-2.5","-2.8","30","6.3","16","5","-","1024.5","9.3"
"Jyväskylä lentoasema AWOS","2024","3","17","15:00","-2.1","-2.2","-2.3","30","5.7","19","4.9","-","1025.1","7.9"
"Jyväskylä lentoasema AWOS","2024","3","17","16:00","-2.2","-2.5","-2.9","29","5.4","24","4.6","-","1025.8","8.3"
"Jyväskylä lentoasema AWOS","2024","3","17","17:00","-2.6","-3.3","-3.9","32","4.4","14","3.5","-","1026.6","6.9"
"Jyväskylä lentoasema AWOS","2024","3","17","18:00","-3.8","-4.4","-5","36","3.1","14","2.4","-","1027.4","4.8"
"Jyväskylä lentoasema AWOS","2024","3","17","19:00","-4.8","-5.1","-5.4","40","2.8","8","2.6","-","1028.2","4"
"Jyväskylä lentoasema AWOS","2024","3","17","20:00","-5.1","-5.9","-6.7","44","2.6","3","2.3","-","1028.8","3.3"
"Jyväskylä lentoasema AWOS","2024","3","17","21:00","-6.1","-6.6","-7","46","2.5","7","2.4","-","1029.4","3.1"
"Jyväskylä lentoasema AWOS","2024","3","17","22:00","-6.7","-7.2","-8.1","48","2.3","14","1.7","-","1029.7","2.8"
"Jyväskylä lentoasema AWOS","2024","3","17","23:00","-7.2","-8.4","-11.6","52","1.9","14","1.4","-","1029.9","2.3"
"Jyväskylä lentoasema AWOS","2024","3","18","00:00","-10.3","-11.9","-13.2","66","2","4","1.7","-","1030.4","2.6"
"Jyväskylä lentoasema AWOS","2024","3","18","01:00","-11.8","-12.7","-13.7","72","1.9","317","1.3","-","1030.6","2.1"
"Jyväskylä lentoasema AWOS","2024","3","18","02:00","-13.1","-13.8","-15","75","1.1","290","0.8","-","1030.7","1.4"
"Jyväskylä lentoasema AWOS","2024","3","18","03:00","-14.2","-15.1","-16.1","79","1.2","291","0.9","-","1030.7","1.8"
"Jyväskylä lentoasema AWOS","2024","3","18","04:00","-14.7","-15.5","-16.3","80","1.3","328","0.9","-","1030.8","1.5"
"Jyväskylä lentoasema AWOS","2024","3","18","05:00","-14.8","-15.2","-15.6","80","1.2","333","1","-","1030.9","1.8"
"Jyväskylä lentoasema AWOS","2024","3","18","06:00","-13.2","-14.5","-15.2","78","1.2","327","0.9","-","1031","1.4"
"Jyväskylä lentoasema AWOS","2024","3","18","07:00","-7","-10.6","-13.3","65","0.9","159","0.6","-","1030.7","1.3"
"Jyväskylä lentoasema AWOS","2024","3","18","08:00","-5.9","-6.7","-7.5","50","3.4","136","2.4","-","1030.4","4.2"
"Jyväskylä lentoasema AWOS","2024","3","18","09:00","-4.4","-5.2","-6.1","44","3.6","129","3.1","-","1030.1","4.1"
"Jyväskylä lentoasema AWOS","2024","3","18","10:00","-3.4","-3.9","-4.5","38","3.5","125","3.2","-","1029.6","4.6"
"Jyväskylä lentoasema AWOS","2024","3","18","11:00","-2.2","-3","-3.5","36","3.4","130","3.1","-","1029","4.7"
"Jyväskylä lentoasema AWOS","2024","3","18","12:00","-1.1","-1.8","-2.3","32","2.9","137","2","-","1028.1","3.4"
"Jyväskylä lentoasema AWOS","2024","3","18","13:00","-0.5","-0.9","-1.3","27","2.8","137","2.2","-","1027.3","3.9"
"Jyväskylä lentoasema AWOS","2024","3","18","14:00","0.2","-0.2","-0.8","25","2.9","138","2.2","-","1026.7","3.3"
"Jyväskylä lentoasema AWOS","2024","3","18","15:00","0.2","-0.1","-1","27","2.4","113","1.8","-","1026.1","3"
"Jyväskylä lentoasema AWOS","2024","3","18","16:00","-0.1","-1.3","-2.2","34","2.3","116","1.8","-","1025.9","2.8"
"Jyväskylä lentoasema AWOS","2024","3","18","17:00","-2.2","-3.4","-4.2","43","1.5","144","0.7","-","1025.9","1.6"
"Jyväskylä lentoasema AWOS","2024","3","18","18:00","-4","-5.9","-7.1","55","0.8","158","0.4","-","1026.1","1"
"Jyväskylä lentoasema AWOS","2024","3","18","19:00","-7","-7.8","-8.3","64","0.9","143","0.6","-","1026.3","1.3"
"Jyväskylä lentoasema AWOS","2024","3","18","20:00","-8.1","-9.2","-10.3","66","0.7","120","0.5","-","1026.8","0.9"
"Jyväskylä lentoasema AWOS","2024","3","18","21:00","-9.7","-10.7","-11.5","73","0.6","86","0.3","-","1026.9","1"
"Jyväskylä lentoasema AWOS","2024","3","18","22:00","-10.6","-11.4","-12.4","72","0.8","279","0.5","-","1026.9","1"
"Jyväskylä lentoasema AWOS","2024","3","18","23:00","-11.9","-12.9","-13.6","85","0.5","272","0.3","-","1027","0.7"
"Jyväskylä lentoasema AWOS","2024","3","19","00:00","-13.7","-14.1","-14.5","87","0.5","177","0.3","-","1026.9","0.7"
"Jyväskylä lentoasema AWOS","2024","3","19","01:00","-14.3","-15","-15.5","88","0.5","289","0.3","-","1026.5","0.8"
"Jyväskylä lentoasema AWOS","2024","3","19","02:00","-15","-15.3","-15.7","85","0.8","310","0.6","-","1026.4","1.1"
"Jyväskylä lentoasema AWOS","2024","3","19","03:00","-15.6","-16.3","-16.8","85","0.8","204","0.5","-","1026.4","0.9"
"Jyväskylä lentoasema AWOS","2024","3","19","04:00","-16.5","-16.8","-17","85","0.5","196","0.3","-","1026.4","0.7"
"Jyväskylä lentoasema AWOS","2024","3","19","05:00","-16.7","-17.1","-17.6","84","0.6","153","0.4","-","1026.5","0.8"
"Jyväskylä lentoasema AWOS","2024","3","19","06:00","-14.7","-15.6","-16.7","77","1","119","0.6","-","1026.5","1.1"
"Jyväskylä lentoasema AWOS","2024","3","19","07:00","-11","-12.8","-14.6","74","1.7","119","1.3","-","1026.1","1.9"
"Jyväskylä lentoasema AWOS","2024","3","19","08:00","-6.6","-8.9","-10.9","72","2.3","116","2.1","-","1025.8","2.6"
"Jyväskylä lentoasema AWOS","2024","3","19","09:00","-2.4","-4.8","-6.8","64","3.4","122","2.7","-","1025.7","4"
"Jyväskylä lentoasema AWOS","2024","3","19","10:00","-1.4","-2.2","-3.1","63","5.6","146","4.5","-","1025.4","7.1"
"Jyväskylä lentoasema AWOS","2024","3","19","11:00","-0.6","-1.2","-1.9","65","5.3","164","4.7","-","1025.2","8"
"Jyväskylä lentoasema AWOS","2024","3","19","12:00","-0.8","-1.2","-1.6","70","4.6","167","3.7","-","1024.7","7.3"
"Jyväskylä lentoasema AWOS","2024","3","19","13:00","-1.2","-1.6","-1.8","73","4.1","175","3.4","-","1024.3","5.5"
"Jyväskylä lentoasema AWOS","2024","3","19","14:00","-1.4","-1.5","-1.6","71","4.3","198","3.2","-","1023.9","5.1"
"Jyväskylä lentoasema AWOS","2024","3","19","15:00","-1.5","-1.7","-1.8","74","3.9","177","3.3","-","1023.5","5.4"
"Jyväskylä lentoasema AWOS","2024","3","19","16:00","-1.6","-1.7","-1.8","76","3.8","176","3.2","-","1023","5.2"
"Jyväskylä lentoasema AWOS","2024","3","19","17:00","-1.8","-1.8","-1.9","77","3.3","177","2.8","-","1022.9","4.5"
"Jyväskylä lentoasema AWOS","2024","3","19","18:00","-1.8","-1.9","-1.9","79","3.9","181","3.4","-","1022.8","5.3"
"Jyväskylä lentoasema AWOS","2024","3","19","19:00","-1.8","-1.9","-1.9","80","2.9","181","2.6","-","1022.7","4.2"
"Jyväskylä lentoasema AWOS","2024","3","19","20:00","-1.7","-1.8","-1.9","81","2.8","182","2.5","-","1022.5","4.1"
"Jyväskylä lentoasema AWOS","2024","3","19","21:00","-1.6","-1.7","-1.8","83","3.2","189","2.6","-","1022","4.6"
"Jyväskylä lentoasema AWOS","2024","3","19","22:00","-1.6","-1.6","-1.7","84","3.1","188","2.8","-","1021.7","4.4"
"Jyväskylä lentoasema AWOS","2024","3","19","23:00","-1.5","-1.6","-1.6","86","2.9","193","2.5","-","1021.4","4.3"
"Jyväskylä lentoasema AWOS","2024","3","20","00:00","-1.4","-1.5","-1.5","89","2.9","211","2.5","-","1021.2","4.7"
"Jyväskylä lentoasema AWOS","2024","3","20","01:00","-1.4","-1.4","-1.4","91","2.8","201","2.4","-","1020.7","4.4"
"Jyväskylä lentoasema AWOS","2024","3","20","02:00","-1.3","-1.4","-1.4","93","1.9","182","1.7","-","1020.5","3"
"Jyväskylä lentoasema AWOS","2024","3","20","03:00","-1.2","-1.3","-1.4","94","2.1","174","2","-","1020.2","3.2"
"Jyväskylä lentoasema AWOS","2024","3","20","04:00","-1.1","-1.1","-1.2","94","2.5","178","2.1","-","1020","3.4"
"Jyväskylä lentoasema AWOS","2024","3","20","05:00","-1.2","-1.2","-1.2","97","2.5","178","2.2","-","1019.8","3.5"
"Jyväskylä lentoasema AWOS","2024","3","20","06:00","-0.7","-1","-1.2","98","2.9","184","2.4","-","1019.7","4.4"
"Jyväskylä lentoasema AWOS","2024","3","20","07:00","-0.3","-0.4","-0.7","93","4.6","201","3.6","-","1019.7","7.1"
"Jyväskylä lentoasema AWOS","2024","3","20","08:00","0.1","0","-0.3","90","4.1","204","3.3","-","1019.7","6.7"
"Jyväskylä lentoasema AWOS","2024","3","20","09:00","0.5","0.3","0.1","89","4.2","206","3.5","-","1019.7","5.8"
"Jyväskylä lentoasema AWOS","2024","3","20","10:00","0.8","0.7","0.5","85","4.1","204","3.4","-","1019.6","5.7"
"Jyväskylä lentoasema AWOS","2024","3","20","11:00","1","0.7","0.4","86","4.5","183","3.6","-","1019.5","6.8"
"Jyväskylä lentoasema AWOS","2024","3","20","12:00","1.5","1.1","0.8","81","5","203","3.3","-","1019.2","6.5"
"Jyväskylä lentoasema AWOS","2024","3","20","13:00","1.6","1.4","1.2","78","4","210","3.2","-","1019","6.6"
"Jyväskylä lentoasema AWOS","2024","3","20","14:00","1.4","1.1","0.8","84","4.8","194","3.6","-","1018.9","7.6"
"Jyväskylä lentoasema AWOS","2024","3","20","15:00","1","0.8","0.6","85","3.5","208","2.8","-","1018.7","4.7"
"Jyväskylä lentoasema AWOS","2024","3","20","16:00","0.8","0.5","0.4","80","3.8","221","3.3","-","1018.7","5.3"
"Jyväskylä lentoasema AWOS","2024","3","20","17:00","0.4","0.1","-0.2","75","3.8","207","3.2","-","1018.8","5.6"
"Jyväskylä lentoasema AWOS","2024","3","20","18:00","-0.1","-0.2","-0.2","76","3.7","218","2.6","-","1018.9","5.9"
"Jyväskylä lentoasema AWOS","2024","3","20","19:00","-0.1","-0.1","-0.3","77","4.7","223","3.4","-","1018.9","6.6"
"Jyväskylä lentoasema AWOS","2024","3","20","20:00","-0.3","-0.4","-0.5","76","5","219","4.2","-","1018.8","7.8"
"Jyväskylä lentoasema AWOS","2024","3","20","21:00","-0.4","-0.5","-0.7","76","4.8","220","4","-","1018.7","7.3"
"Jyväskylä lentoasema AWOS","2024","3","20","22:00","-0.7","-0.9","-0.9","77","4.3","220","3.5","-","1018.7","6.5"
"Jyväskylä lentoasema AWOS","2024","3","20","23:00","-0.9","-1","-1.1","77","3.7","183","2.5","-","1018.3","4.4"
"Jyväskylä lentoasema AWOS","2024","3","21","00:00","-1.1","-1.4","-1.6","82","2.9","165","2.6","-","1017.8","4.2"
"Jyväskylä lentoasema AWOS","2024","3","21","01:00","-1.5","-1.7","-1.8","89","3.4","161","2.9","-","1017.2","4.3"
"Jyväskylä lentoasema AWOS","2024","3","21","02:00","-1.8","-1.8","-1.9","93","3.4","160","2.9","-","1016.7","4.6"
"Jyväskylä lentoasema AWOS","2024","3","21","03:00","-1.6","-1.7","-1.8","94","2.9","166","2.5","-","1016.2","3.8"
"Jyväskylä lentoasema AWOS","2024","3","21","04:00","-1.2","-1.4","-1.6","95","2.4","176","2.1","-","1015.8","3.2"
"Jyväskylä lentoasema AWOS","2024","3","21","05:00","-0.9","-1.1","-1.2","96","2.4","185","2.2","-","1015.5","3.9"
