"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Lappeenranta Lepola","2024","3","15","06:00","3.3","3.4","3.2","99","-","-","-","-","0","1001.2"
"Lappeenranta Lepola","2024","3","15","07:00","3.4","3.5","3.3","99","-","-","-","-","0","1001.9"
"Lappeenranta Lepola","2024","3","15","08:00","3.5","3.6","3.4","99","-","-","-","-","0","1002.4"
"Lappeenranta Lepola","2024","3","15","09:00","3.6","3.7","3.5","99","-","-","-","-","0","1002.8"
"Lappeenranta Lepola","2024","3","15","10:00","3.7","3.9","3.6","98","-","-","-","-","0","1003.3"
"Lappeenranta Lepola","2024","3","15","11:00","4.1","4.6","3.8","96","-","-","-","-","0","1003.8"
"Lappeenranta Lepola","2024","3","15","12:00","4.7","4.9","4.6","92","-","-","-","-","0","1004.2"
"Lappeenranta Lepola","2024","3","15","13:00","4.3","4.7","4","94","-","-","-","-","0","1004.5"
"Lappeenranta Lepola","2024","3","15","14:00","3.9","4","3.8","97","-","-","-","-","0","1004.7"
"Lappeenranta Lepola","2024","3","15","15:00","3.8","3.9","3.6","98","-","-","-","-","0","1004.9"
"Lappeenranta Lepola","2024","3","15","16:00","3.6","3.7","3.5","98","-","-","-","-","0","1005.2"
"Lappeenranta Lepola","2024","3","15","17:00","3.5","3.6","3.4","99","-","-","-","-","0","1005.6"
"Lappeenranta Lepola","2024","3","15","18:00","3.6","3.7","3.4","99","-","-","-","-","0","1005.7"
"Lappeenranta Lepola","2024","3","15","19:00","3.7","3.9","3.7","99","-","-","-","-","0","1005.6"
"Lappeenranta Lepola","2024","3","15","20:00","3.9","4","3.7","99","-","-","-","-","0","1005.3"
"Lappeenranta Lepola","2024","3","15","21:00","4.2","4.5","3.9","99","-","-","-","-","0.3","1005.1"
"Lappeenranta Lepola","2024","3","15","22:00","4.6","4.8","4.3","99","-","-","-","-","0.1","1005"
"Lappeenranta Lepola","2024","3","15","23:00","5.1","5.5","4.7","99","-","-","-","-","0","1004.8"
"Lappeenranta Lepola","2024","3","16","00:00","5.1","5.5","4.9","98","-","-","-","-","0","1004.6"
"Lappeenranta Lepola","2024","3","16","01:00","4.6","4.9","4.4","98","-","-","-","-","0","1004.2"
"Lappeenranta Lepola","2024","3","16","02:00","4.3","4.5","4.2","97","-","-","-","-","0","1003.8"
"Lappeenranta Lepola","2024","3","16","03:00","4.1","4.3","3.9","96","-","-","-","-","0","1003.6"
"Lappeenranta Lepola","2024","3","16","04:00","4","4.1","3.9","95","-","-","-","-","0","1003.3"
"Lappeenranta Lepola","2024","3","16","05:00","3.8","3.9","3.7","94","-","-","-","-","0","1003"
"Lappeenranta Lepola","2024","3","16","06:00","3.6","3.8","3.5","94","-","-","-","-","0","1003"
"Lappeenranta Lepola","2024","3","16","07:00","3.6","3.6","3.5","96","-","-","-","-","0","1003.2"
"Lappeenranta Lepola","2024","3","16","08:00","3.7","3.9","3.6","96","-","-","-","-","0","1003.7"
"Lappeenranta Lepola","2024","3","16","09:00","3.9","3.9","3.8","96","-","-","-","-","0","1004.1"
"Lappeenranta Lepola","2024","3","16","10:00","3.8","3.9","3.7","96","-","-","-","-","0","1004.4"
"Lappeenranta Lepola","2024","3","16","11:00","3.8","3.9","3.8","96","-","-","-","-","0","1004.5"
"Lappeenranta Lepola","2024","3","16","12:00","3.7","3.8","3.5","97","-","-","-","-","0","1004.9"
"Lappeenranta Lepola","2024","3","16","13:00","3.3","3.5","3.2","98","-","-","-","-","0.1","1005.2"
"Lappeenranta Lepola","2024","3","16","14:00","3.2","3.5","2.9","99","-","-","-","-","0.7","1005.5"
"Lappeenranta Lepola","2024","3","16","15:00","2.8","3","2.6","99","-","-","-","-","0.2","1005.7"
"Lappeenranta Lepola","2024","3","16","16:00","2.7","2.7","2.6","99","-","-","-","-","0","1006"
"Lappeenranta Lepola","2024","3","16","17:00","2.6","2.7","2.5","99","-","-","-","-","0.3","1006.2"
"Lappeenranta Lepola","2024","3","16","18:00","2.6","2.7","2.5","99","-","-","-","-","0.6","1006.3"
"Lappeenranta Lepola","2024","3","16","19:00","2.7","2.8","2.5","99","-","-","-","-","0.5","1006.2"
"Lappeenranta Lepola","2024","3","16","20:00","2.6","2.8","2.4","99","-","-","-","-","0.6","1006.1"
"Lappeenranta Lepola","2024","3","16","21:00","2.5","2.6","2.4","99","-","-","-","-","0.9","1006.2"
"Lappeenranta Lepola","2024","3","16","22:00","2.4","2.8","1.9","99","-","-","-","-","1.6","1006.2"
"Lappeenranta Lepola","2024","3","16","23:00","1.8","2.8","0.9","99","-","-","-","-","0.8","1006.6"
"Lappeenranta Lepola","2024","3","17","00:00","0.3","0.9","-0.1","98","-","-","-","-","0","1007"
"Lappeenranta Lepola","2024","3","17","01:00","-0.3","-0.1","-0.5","94","-","-","-","-","0","1007.2"
"Lappeenranta Lepola","2024","3","17","02:00","-0.6","-0.5","-0.6","92","-","-","-","-","0.2","1007.3"
"Lappeenranta Lepola","2024","3","17","03:00","-0.8","-0.6","-1","94","-","-","-","-","0.9","1007.5"
"Lappeenranta Lepola","2024","3","17","04:00","-1.2","-1","-1.3","95","-","-","-","-","1.2","1007.8"
"Lappeenranta Lepola","2024","3","17","05:00","-1.4","-1.3","-1.6","94","-","-","-","-","1.1","1008.3"
"Lappeenranta Lepola","2024","3","17","06:00","-1.9","-1.6","-2.1","95","-","-","-","-","2","1009.5"
"Lappeenranta Lepola","2024","3","17","07:00","-2.4","-2.1","-2.8","96","-","-","-","-","2.8","1010.9"
"Lappeenranta Lepola","2024","3","17","08:00","-3","-2.8","-3.2","94","-","-","-","-","2.5","1012.3"
"Lappeenranta Lepola","2024","3","17","09:00","-3.2","-3.1","-3.3","89","-","-","-","-","0.1","1013.4"
"Lappeenranta Lepola","2024","3","17","10:00","-3.5","-3.2","-3.7","84","-","-","-","-","0.3","1014.9"
"Lappeenranta Lepola","2024","3","17","11:00","-3.9","-3.7","-4.1","84","-","-","-","-","0.5","1016.6"
"Lappeenranta Lepola","2024","3","17","12:00","-4","-3.9","-4.1","83","-","-","-","-","0.3","1017.9"
"Lappeenranta Lepola","2024","3","17","13:00","-3.6","-3.3","-3.9","72","-","-","-","-","0","1018.9"
"Lappeenranta Lepola","2024","3","17","14:00","-3.2","-3.2","-3.4","62","-","-","-","-","0","1019.6"
"Lappeenranta Lepola","2024","3","17","15:00","-3.2","-3.1","-3.3","58","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","3","17","16:00","-3.3","-3.2","-3.4","56","-","-","-","-","0","1021.4"
"Lappeenranta Lepola","2024","3","17","17:00","-3.5","-3.4","-3.6","58","-","-","-","-","0","1022.4"
"Lappeenranta Lepola","2024","3","17","18:00","-3.8","-3.6","-4.1","56","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","3","17","19:00","-4.4","-4.1","-4.7","52","-","-","-","-","0","1024.1"
"Lappeenranta Lepola","2024","3","17","20:00","-4.9","-4.7","-5.2","55","-","-","-","-","0","1024.7"
"Lappeenranta Lepola","2024","3","17","21:00","-5.4","-5.1","-5.8","57","-","-","-","-","0","1025.2"
"Lappeenranta Lepola","2024","3","17","22:00","-6","-5.8","-6.4","60","-","-","-","-","0","1025.7"
"Lappeenranta Lepola","2024","3","17","23:00","-6.7","-6.4","-7","63","-","-","-","-","0","1026.1"
"Lappeenranta Lepola","2024","3","18","00:00","-7.2","-7","-7.5","65","-","-","-","-","0","1026.4"
"Lappeenranta Lepola","2024","3","18","01:00","-7.6","-7.4","-7.8","68","-","-","-","-","0","1026.5"
"Lappeenranta Lepola","2024","3","18","02:00","-8","-7.8","-8.2","73","-","-","-","-","0","1026.7"
"Lappeenranta Lepola","2024","3","18","03:00","-8.3","-8.1","-8.5","76","-","-","-","-","0","1026.8"
"Lappeenranta Lepola","2024","3","18","04:00","-8.8","-8.5","-9.1","77","-","-","-","-","0","1027.1"
"Lappeenranta Lepola","2024","3","18","05:00","-9.1","-9","-9.2","78","-","-","-","-","0","1027.5"
"Lappeenranta Lepola","2024","3","18","06:00","-8.9","-8.6","-9.2","77","-","-","-","-","0","1027.8"
"Lappeenranta Lepola","2024","3","18","07:00","-8.1","-7.5","-8.6","74","-","-","-","-","0","1028"
"Lappeenranta Lepola","2024","3","18","08:00","-6.5","-5.2","-7.5","70","-","-","-","-","0","1027.9"
"Lappeenranta Lepola","2024","3","18","09:00","-3.7","-2.8","-5.3","59","-","-","-","-","0","1027.7"
"Lappeenranta Lepola","2024","3","18","10:00","-2.3","-1.9","-2.8","55","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","3","18","11:00","-1.5","-1.1","-2.1","53","-","-","-","-","0","1027"
"Lappeenranta Lepola","2024","3","18","12:00","-0.9","-0.4","-1.3","50","-","-","-","-","0","1026.4"
"Lappeenranta Lepola","2024","3","18","13:00","-0.6","-0.4","-0.7","52","-","-","-","-","0","1026"
"Lappeenranta Lepola","2024","3","18","14:00","-0.6","-0.4","-0.9","57","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","3","18","15:00","-1.3","-0.7","-1.8","61","-","-","-","-","0","1025.7"
"Lappeenranta Lepola","2024","3","18","16:00","-2.2","-1.8","-2.6","65","-","-","-","-","0","1025.9"
"Lappeenranta Lepola","2024","3","18","17:00","-3.2","-2.6","-3.7","67","-","-","-","-","0","1026"
"Lappeenranta Lepola","2024","3","18","18:00","-4","-3.7","-4.2","69","-","-","-","-","0","1026.2"
"Lappeenranta Lepola","2024","3","18","19:00","-4.2","-4.1","-4.4","70","-","-","-","-","0","1026.4"
"Lappeenranta Lepola","2024","3","18","20:00","-4.5","-4.1","-4.9","71","-","-","-","-","0","1026.6"
"Lappeenranta Lepola","2024","3","18","21:00","-5.1","-4.5","-5.4","79","-","-","-","-","0","1026.5"
"Lappeenranta Lepola","2024","3","18","22:00","-4.6","-4.5","-4.8","80","-","-","-","-","0","1026.2"
"Lappeenranta Lepola","2024","3","18","23:00","-4.5","-4.4","-4.7","80","-","-","-","-","0","1026.1"
"Lappeenranta Lepola","2024","3","19","00:00","-4.2","-3.9","-4.5","78","-","-","-","-","0","1026"
"Lappeenranta Lepola","2024","3","19","01:00","-4.4","-4.1","-4.5","81","-","-","-","-","0","1025.9"
"Lappeenranta Lepola","2024","3","19","02:00","-4.3","-4.2","-4.4","82","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","3","19","03:00","-4.4","-4.4","-4.5","83","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","3","19","04:00","-4.5","-4.3","-4.5","84","-","-","-","-","0","1025.5"
"Lappeenranta Lepola","2024","3","19","05:00","-4.4","-4.3","-4.5","85","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","3","19","06:00","-3.9","-3.4","-4.3","83","-","-","-","-","0","1025.7"
"Lappeenranta Lepola","2024","3","19","07:00","-3","-2.6","-3.5","80","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","3","19","08:00","-2.1","-1.4","-2.6","78","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","3","19","09:00","-0.9","-0.3","-1.6","75","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","3","19","10:00","0.2","0.8","-0.3","73","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","3","19","11:00","1","1.4","0.5","70","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","3","19","12:00","1.5","1.8","1.2","69","-","-","-","-","0","1025.1"
"Lappeenranta Lepola","2024","3","19","13:00","1.6","1.7","1.5","70","-","-","-","-","0","1024.8"
"Lappeenranta Lepola","2024","3","19","14:00","1.5","1.6","1.4","71","-","-","-","-","0","1024.5"
"Lappeenranta Lepola","2024","3","19","15:00","1.3","1.4","1.2","74","-","-","-","-","0","1024.2"
"Lappeenranta Lepola","2024","3","19","16:00","0.9","1.2","0.6","77","-","-","-","-","0","1023.9"
"Lappeenranta Lepola","2024","3","19","17:00","0.5","0.6","0.4","80","-","-","-","-","0","1023.9"
"Lappeenranta Lepola","2024","3","19","18:00","0.2","0.3","-0.2","82","-","-","-","-","0","1023.9"
"Lappeenranta Lepola","2024","3","19","19:00","-1.2","-0.3","-1.9","87","-","-","-","-","0","1024"
"Lappeenranta Lepola","2024","3","19","20:00","-2","-1.7","-2.4","92","-","-","-","-","0","1023.9"
"Lappeenranta Lepola","2024","3","19","21:00","-2.7","-2","-3.2","93","-","-","-","-","0","1023.6"
"Lappeenranta Lepola","2024","3","19","22:00","-3.3","-3.1","-3.5","95","-","-","-","-","0","1023.6"
"Lappeenranta Lepola","2024","3","19","23:00","-3.4","-3.1","-3.6","95","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","3","20","00:00","-3.1","-3","-3.3","93","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","3","20","01:00","-3","-2.9","-3","92","-","-","-","-","0","1022.6"
"Lappeenranta Lepola","2024","3","20","02:00","-2.8","-2.7","-2.9","92","-","-","-","-","0","1022.3"
"Lappeenranta Lepola","2024","3","20","03:00","-2.5","-2.5","-2.7","91","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","3","20","04:00","-2.3","-2.2","-2.5","90","-","-","-","-","0","1022"
"Lappeenranta Lepola","2024","3","20","05:00","-2.1","-2.1","-2.2","89","-","-","-","-","0","1021.9"
"Lappeenranta Lepola","2024","3","20","06:00","-1.9","-1.8","-2.1","89","-","-","-","-","0","1021.9"
"Lappeenranta Lepola","2024","3","20","07:00","-1.5","-1.3","-1.9","90","-","-","-","-","0","1021.9"
"Lappeenranta Lepola","2024","3","20","08:00","-0.9","-0.5","-1.3","87","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","3","20","09:00","-0.3","0","-0.5","84","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","3","20","10:00","0.1","0.3","-0.1","86","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","3","20","11:00","0.5","0.9","0.2","88","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","3","20","12:00","0.8","0.9","0.7","90","-","-","-","-","0","1021.3"
"Lappeenranta Lepola","2024","3","20","13:00","0.8","0.8","0.7","94","-","-","-","-","0","1021.1"
"Lappeenranta Lepola","2024","3","20","14:00","0.9","0.9","0.8","95","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","3","20","15:00","0.8","0.9","0.6","95","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","3","20","16:00","0.6","0.6","0.5","96","-","-","-","-","0","1020.7"
"Lappeenranta Lepola","2024","3","20","17:00","0.5","0.6","0.3","93","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","3","20","18:00","0.3","0.3","0.2","93","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","3","20","19:00","0.2","0.2","0.2","89","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","3","20","20:00","0.1","0.3","-0.1","88","-","-","-","-","0","1020.7"
"Lappeenranta Lepola","2024","3","20","21:00","-0.2","-0.1","-0.3","91","-","-","-","-","0","1020.5"
"Lappeenranta Lepola","2024","3","20","22:00","-0.4","-0.3","-0.5","92","-","-","-","-","0","1020.4"
"Lappeenranta Lepola","2024","3","20","23:00","-0.6","-0.5","-0.7","91","-","-","-","-","0","1020.2"
"Lappeenranta Lepola","2024","3","21","00:00","-0.7","-0.7","-0.8","92","-","-","-","-","0","1020.1"
"Lappeenranta Lepola","2024","3","21","01:00","-0.8","-0.8","-0.9","91","-","-","-","-","0","1019.9"
"Lappeenranta Lepola","2024","3","21","02:00","-0.9","-0.9","-1","92","-","-","-","-","0","1019.5"
"Lappeenranta Lepola","2024","3","21","03:00","-0.9","-0.9","-1","92","-","-","-","-","0","1019.3"
"Lappeenranta Lepola","2024","3","21","04:00","-0.9","-0.8","-1","94","-","-","-","-","0","1018.8"
"Lappeenranta Lepola","2024","3","21","05:00","-0.8","-0.7","-0.8","93","-","-","-","-","0","1018.5"
"Lappeenranta Lepola","2024","3","21","06:00","-0.6","-0.4","-0.7","96","-","-","-","-","0","1018.2"
"Lappeenranta Lepola","2024","3","21","07:00","-0.2","0","-0.4","98","-","-","-","-","0","1018"
"Lappeenranta Lepola","2024","3","21","08:00","0.1","0.2","-0.1","97","-","-","-","-","0","1017.7"
"Lappeenranta Lepola","2024","3","21","09:00","0.4","0.6","0.2","97","-","-","-","-","0.1","1017.5"
"Lappeenranta Lepola","2024","3","21","10:00","0.9","1.2","0.6","95","-","-","-","-","0","1017.2"
"Lappeenranta Lepola","2024","3","21","11:00","1.3","1.4","1.2","93","-","-","-","-","0","1016.9"
"Lappeenranta Lepola","2024","3","21","12:00","1.2","1.4","1.1","94","-","-","-","-","0","1016.5"
"Lappeenranta Lepola","2024","3","21","13:00","1.2","1.3","1.1","94","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","3","21","14:00","1.1","1.2","1.1","95","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","3","21","15:00","0.7","1.1","0.5","97","-","-","-","-","0","1015.6"
"Lappeenranta Lepola","2024","3","21","16:00","0.6","0.6","0.6","98","-","-","-","-","0","1015.1"
"Lappeenranta Lepola","2024","3","21","17:00","0.8","0.9","0.6","99","-","-","-","-","0","1014.7"
"Lappeenranta Lepola","2024","3","21","18:00","1","1.1","0.9","99","-","-","-","-","0","1014.4"
"Lappeenranta Lepola","2024","3","21","19:00","1.1","1.2","1","99","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","3","21","20:00","1.1","1.2","1.1","99","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","3","21","21:00","1.1","1.1","1","99","-","-","-","-","0.1","1013"
"Lappeenranta Lepola","2024","3","21","22:00","1","1","1","99","-","-","-","-","0.1","1012.7"
"Lappeenranta Lepola","2024","3","21","23:00","1","1","0.9","99","-","-","-","-","0","1012"
"Lappeenranta Lepola","2024","3","22","00:00","1","1","0.9","99","-","-","-","-","0","1011.5"
"Lappeenranta Lepola","2024","3","22","01:00","0.9","1","0.9","99","-","-","-","-","0","1010.9"
"Lappeenranta Lepola","2024","3","22","02:00","0.8","0.9","0.7","99","-","-","-","-","0","1010.4"
"Lappeenranta Lepola","2024","3","22","03:00","0.6","0.7","0.6","99","-","-","-","-","0","1009.6"
"Lappeenranta Lepola","2024","3","22","04:00","0.5","0.6","0.5","99","-","-","-","-","0","1009"
"Lappeenranta Lepola","2024","3","22","05:00","0.4","0.4","0.3","99","-","-","-","-","0","1008.2"
"Lappeenranta Lepola","2024","3","22","06:00","0.4","0.5","0.4","99","-","-","-","-","0","1007.6"
"Lappeenranta Lepola","2024","3","22","07:00","0.5","0.6","0.5","99","-","-","-","-","0","1007.2"
"Lappeenranta Lepola","2024","3","22","08:00","0.6","0.7","0.5","99","-","-","-","-","0","1006.7"
"Lappeenranta Lepola","2024","3","22","09:00","0.8","0.8","0.7","99","-","-","-","-","0","1005.9"
"Lappeenranta Lepola","2024","3","22","10:00","0.8","0.9","0.7","97","-","-","-","-","0","1005.3"
"Lappeenranta Lepola","2024","3","22","11:00","1","1.2","0.8","95","-","-","-","-","0","1004.5"
"Lappeenranta Lepola","2024","3","22","12:00","1.2","1.3","1.1","95","-","-","-","-","0","1003.6"
"Lappeenranta Lepola","2024","3","22","13:00","1.2","1.3","1.1","92","-","-","-","-","0","1002.9"
"Lappeenranta Lepola","2024","3","22","14:00","1","1.2","0.9","93","-","-","-","-","0","1001.9"
"Lappeenranta Lepola","2024","3","22","15:00","0.9","1","0.8","94","-","-","-","-","0","1000.7"
"Lappeenranta Lepola","2024","3","22","16:00","0.7","0.8","0.6","96","-","-","-","-","0","999.7"
"Lappeenranta Lepola","2024","3","22","17:00","0.5","0.6","0.4","98","-","-","-","-","0","998.6"
"Lappeenranta Lepola","2024","3","22","18:00","0.5","0.7","0.4","98","-","-","-","-","0","997.4"
"Lappeenranta Lepola","2024","3","22","19:00","0.6","0.7","0.5","98","-","-","-","-","0","996.3"
"Lappeenranta Lepola","2024","3","22","20:00","0.8","1","0.7","98","-","-","-","-","0","994.8"
"Lappeenranta Lepola","2024","3","22","21:00","1","1.1","1","98","-","-","-","-","0","993.5"
"Lappeenranta Lepola","2024","3","22","22:00","0.6","1","0.3","98","-","-","-","-","0.1","992.5"
"Lappeenranta Lepola","2024","3","22","23:00","0.4","0.5","0.3","98","-","-","-","-","0.1","991.3"
"Lappeenranta Lepola","2024","3","23","00:00","0.4","0.4","0.4","99","-","-","-","-","0","990.4"
"Lappeenranta Lepola","2024","3","23","01:00","0.4","0.5","0.3","99","-","-","-","-","0","989.4"
"Lappeenranta Lepola","2024","3","23","02:00","0.2","0.4","0","99","-","-","-","-","0.2","988.7"
"Lappeenranta Lepola","2024","3","23","03:00","0.1","0.3","0","99","-","-","-","-","0","988.1"
"Lappeenranta Lepola","2024","3","23","04:00","0.3","0.4","0.2","99","-","-","-","-","0","988"
"Lappeenranta Lepola","2024","3","23","05:00","0.5","0.5","0.4","99","-","-","-","-","0","988"
"Lappeenranta Lepola","2024","3","23","06:00","0.6","0.8","0.5","99","-","-","-","-","0","988.2"
"Lappeenranta Lepola","2024","3","23","07:00","1","1.2","0.8","99","-","-","-","-","0","988.4"
"Lappeenranta Lepola","2024","3","23","08:00","1.5","1.7","1.2","97","-","-","-","-","0","988.7"
"Lappeenranta Lepola","2024","3","23","09:00","1.9","2.1","1.7","93","-","-","-","-","0","989.2"
"Lappeenranta Lepola","2024","3","23","10:00","2.6","3.1","2.1","89","-","-","-","-","0","989.6"
"Lappeenranta Lepola","2024","3","23","11:00","3.2","3.6","2.8","81","-","-","-","-","0","990.2"
"Lappeenranta Lepola","2024","3","23","12:00","3.7","3.9","3.5","77","-","-","-","-","0","990.6"
"Lappeenranta Lepola","2024","3","23","13:00","3.5","3.8","2.6","80","-","-","-","-","0","991.1"
"Lappeenranta Lepola","2024","3","23","14:00","3.3","3.8","2.7","83","-","-","-","-","0","991.4"
"Lappeenranta Lepola","2024","3","23","15:00","2.6","2.8","2.5","89","-","-","-","-","0.1","991.8"
"Lappeenranta Lepola","2024","3","23","16:00","2.6","2.7","2.5","90","-","-","-","-","0.1","992.3"
"Lappeenranta Lepola","2024","3","23","17:00","2.5","2.7","2.2","88","-","-","-","-","0","992.8"
"Lappeenranta Lepola","2024","3","23","18:00","1.9","2.2","1.7","87","-","-","-","-","0","993.2"
"Lappeenranta Lepola","2024","3","23","19:00","1.5","1.7","1.2","90","-","-","-","-","0","993.7"
"Lappeenranta Lepola","2024","3","23","20:00","1.1","1.2","0.8","96","-","-","-","-","0","994.1"
