"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema AWOS","2024","3","13","13:00","2.4","2.5","2.2","3.5","71","4.2","221","6.7","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","3","13","14:00","2.3","2.6","2","2.8","72","3.5","204","5.5","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","3","13","15:00","1.9","2.1","1.6","2.1","72","3.6","177","4.6","-","1013.1"
"Jyväskylä lentoasema AWOS","2024","3","13","16:00","1.6","1.8","1.5","1.8","72","2.9","159","3.5","-","1012.7"
"Jyväskylä lentoasema AWOS","2024","3","13","17:00","1.4","1.6","1.2","1.7","73","2","160","3.2","-","1012.5"
"Jyväskylä lentoasema AWOS","2024","3","13","18:00","1.1","1.3","0.9","2.3","74","2.7","164","3.7","-","1012.2"
"Jyväskylä lentoasema AWOS","2024","3","13","19:00","0.8","1","0.6","2.5","76","2.9","175","3.6","-","1011.9"
"Jyväskylä lentoasema AWOS","2024","3","13","20:00","0.5","0.7","0.5","2.7","82","3","167","3.9","-","1011.3"
"Jyväskylä lentoasema AWOS","2024","3","13","21:00","0.1","0.5","-0.1","2.5","91","2.9","166","3.8","-","1010.8"
"Jyväskylä lentoasema AWOS","2024","3","13","22:00","0","0.2","-0.1","2.6","96","2.9","172","4.1","-","1010.2"
"Jyväskylä lentoasema AWOS","2024","3","13","23:00","0.2","0.4","0.2","2.8","97","3.5","181","5.2","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","3","14","00:00","0.6","0.7","0.4","3.5","97","3.9","199","5.9","-","1008.9"
"Jyväskylä lentoasema AWOS","2024","3","14","01:00","0.8","0.9","0.7","3.8","96","4.2","206","7.1","-","1008.4"
"Jyväskylä lentoasema AWOS","2024","3","14","02:00","0.8","0.9","0.8","3.7","96","3.9","199","6.3","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","3","14","03:00","0.8","0.9","0.8","4","96","4.3","201","6.8","-","1007"
"Jyväskylä lentoasema AWOS","2024","3","14","04:00","0.9","1","0.8","4","96","4.4","194","7.2","-","1006.3"
"Jyväskylä lentoasema AWOS","2024","3","14","05:00","1","1","0.9","4","95","4.5","185","6.7","-","1005.3"
"Jyväskylä lentoasema AWOS","2024","3","14","06:00","1.1","1.2","0.9","4.5","95","5","179","8.3","-","1004.4"
"Jyväskylä lentoasema AWOS","2024","3","14","07:00","1.3","1.5","1.1","5.1","94","5.8","174","8.9","-","1003.3"
"Jyväskylä lentoasema AWOS","2024","3","14","08:00","1.6","1.8","1.5","5.8","93","6.3","177","9.8","-","1002.1"
"Jyväskylä lentoasema AWOS","2024","3","14","09:00","2","2.1","1.8","6","93","6.5","178","9.8","-","1000.9"
"Jyväskylä lentoasema AWOS","2024","3","14","10:00","2.1","2.2","2","5.7","94","6.2","180","9.5","-","1000.1"
"Jyväskylä lentoasema AWOS","2024","3","14","11:00","2.5","2.9","2.1","6.2","94","6.9","194","10.7","-","999.4"
"Jyväskylä lentoasema AWOS","2024","3","14","12:00","2.9","3","2.8","6.2","94","7.4","202","12.6","-","999.1"
"Jyväskylä lentoasema AWOS","2024","3","14","13:00","3.1","3.4","2.9","5.9","93","6.8","202","11.4","-","998.4"
"Jyväskylä lentoasema AWOS","2024","3","14","14:00","3.3","3.4","3.2","5.9","93","6.6","205","11.7","-","997.9"
"Jyväskylä lentoasema AWOS","2024","3","14","15:00","3.2","3.4","3.1","6","93","6.5","206","10.6","-","997.4"
"Jyväskylä lentoasema AWOS","2024","3","14","16:00","3.2","3.3","3","5.5","94","6.4","207","10.1","-","997.3"
"Jyväskylä lentoasema AWOS","2024","3","14","17:00","3.1","3.2","2.9","5.5","95","6","206","9","-","997.1"
"Jyväskylä lentoasema AWOS","2024","3","14","18:00","3.2","3.4","3","5.5","96","6.2","208","9.5","-","997"
"Jyväskylä lentoasema AWOS","2024","3","14","19:00","3.4","3.6","3.3","4.6","95","5.5","216","8.9","-","997"
"Jyväskylä lentoasema AWOS","2024","3","14","20:00","3.7","3.9","3.5","4.5","93","5.2","216","8.9","-","997.1"
"Jyväskylä lentoasema AWOS","2024","3","14","21:00","4","4.2","3.8","4.5","91","4.8","214","8.7","-","997"
"Jyväskylä lentoasema AWOS","2024","3","14","22:00","4.2","4.4","4","4.3","90","4.9","211","8.2","-","996.8"
"Jyväskylä lentoasema AWOS","2024","3","14","23:00","4.4","4.6","4.2","4.7","90","5.1","212","9.1","-","996.8"
"Jyväskylä lentoasema AWOS","2024","3","15","00:00","4.5","4.7","4.3","4.2","88","4.7","217","7.9","-","996.8"
"Jyväskylä lentoasema AWOS","2024","3","15","01:00","4.4","4.6","4.3","4.5","88","5.3","213","7.9","-","996.6"
"Jyväskylä lentoasema AWOS","2024","3","15","02:00","4.4","4.5","4.2","4.1","87","4.8","220","7.7","-","996.5"
"Jyväskylä lentoasema AWOS","2024","3","15","03:00","4.2","4.3","4","3.9","87","4.6","219","7.1","-","996.6"
"Jyväskylä lentoasema AWOS","2024","3","15","04:00","4","4.2","3.8","4","85","4.7","219","7.3","-","996.8"
"Jyväskylä lentoasema AWOS","2024","3","15","05:00","3.8","4","3.6","4.1","85","4.7","216","7.6","-","997"
"Jyväskylä lentoasema AWOS","2024","3","15","06:00","3.7","3.8","3.6","4.6","84","5.2","223","9.3","-","997.4"
"Jyväskylä lentoasema AWOS","2024","3","15","07:00","3.7","3.8","3.6","3.4","83","4.5","228","6.9","-","998.2"
"Jyväskylä lentoasema AWOS","2024","3","15","08:00","3.9","4.1","3.7","3.9","81","4.6","218","8","-","998.5"
"Jyväskylä lentoasema AWOS","2024","3","15","09:00","4.3","4.9","3.9","5","78","5.8","222","9.5","-","999.1"
"Jyväskylä lentoasema AWOS","2024","3","15","10:00","5.2","6","4.7","5.8","73","6.3","220","11.3","-","999.6"
"Jyväskylä lentoasema AWOS","2024","3","15","11:00","6","6.6","5.6","5.4","68","5.9","222","9.6","-","1000"
"Jyväskylä lentoasema AWOS","2024","3","15","12:00","6.7","7.3","6.3","5.3","64","6.2","224","9.4","-","1000.3"
"Jyväskylä lentoasema AWOS","2024","3","15","13:00","7.2","7.6","6.8","5.1","63","6.3","225","9.2","-","1000.6"
"Jyväskylä lentoasema AWOS","2024","3","15","14:00","7","7.4","6.7","4.8","64","6.2","230","8.9","-","1000.9"
"Jyväskylä lentoasema AWOS","2024","3","15","15:00","6.6","7.2","6","4.4","67","5.1","220","7.9","-","1001.2"
"Jyväskylä lentoasema AWOS","2024","3","15","16:00","5.5","6","5","2.7","74","4.5","206","7.9","-","1001.6"
"Jyväskylä lentoasema AWOS","2024","3","15","17:00","4.7","5.1","4.5","2.5","82","2.8","188","4.7","-","1001.7"
"Jyväskylä lentoasema AWOS","2024","3","15","18:00","4.5","4.7","4","2.9","86","3.1","189","5.2","-","1001.8"
"Jyväskylä lentoasema AWOS","2024","3","15","19:00","3.8","4.3","3.3","2.8","94","3","178","4.7","-","1001.5"
"Jyväskylä lentoasema AWOS","2024","3","15","20:00","3.4","3.6","3.1","3","98","3.4","154","4.8","-","1000.9"
"Jyväskylä lentoasema AWOS","2024","3","15","21:00","3.4","3.6","3.2","3.7","98","4.3","155","6","-","1000.1"
"Jyväskylä lentoasema AWOS","2024","3","15","22:00","3.5","3.6","3.4","3.9","97","4.6","170","7.3","-","999.6"
"Jyväskylä lentoasema AWOS","2024","3","15","23:00","3.4","3.5","3.2","2.9","98","3.2","168","4.9","-","999.3"
"Jyväskylä lentoasema AWOS","2024","3","16","00:00","3.6","3.9","3.2","3.1","98","3.8","174","6.1","-","999"
"Jyväskylä lentoasema AWOS","2024","3","16","01:00","4.1","4.5","3.7","3.6","98","3.9","185","6.6","-","998.5"
"Jyväskylä lentoasema AWOS","2024","3","16","02:00","4.4","4.7","4","4","97","4.6","187","6.7","-","998.2"
"Jyväskylä lentoasema AWOS","2024","3","16","03:00","4.5","4.7","4.2","3.3","97","4.1","191","6.9","-","998"
"Jyväskylä lentoasema AWOS","2024","3","16","04:00","4.3","4.5","4.1","3","97","3.4","188","5.3","-","998"
"Jyväskylä lentoasema AWOS","2024","3","16","05:00","4.5","4.6","4.4","3.2","96","3.6","211","6.6","-","998.4"
"Jyväskylä lentoasema AWOS","2024","3","16","06:00","4.2","4.4","3.8","3.1","95","3.7","225","5.7","-","999.2"
"Jyväskylä lentoasema AWOS","2024","3","16","07:00","3.8","4","3.6","2.8","95","3.3","234","5.4","-","1000"
"Jyväskylä lentoasema AWOS","2024","3","16","08:00","3.6","3.8","3.2","2.5","95","3.2","282","4.5","-","1000.9"
"Jyväskylä lentoasema AWOS","2024","3","16","09:00","2.6","3.6","2.3","3.3","94","3.8","327","5.1","-","1002.1"
"Jyväskylä lentoasema AWOS","2024","3","16","10:00","2.2","2.4","1.9","3.6","95","3.8","326","4.9","-","1003.1"
"Jyväskylä lentoasema AWOS","2024","3","16","11:00","2.3","2.4","2","3.3","93","3.7","336","5.2","-","1003.8"
"Jyväskylä lentoasema AWOS","2024","3","16","12:00","2","2.3","1.8","3.6","92","4.6","347","6.5","-","1004.8"
"Jyväskylä lentoasema AWOS","2024","3","16","13:00","1.4","1.9","1","4.3","90","4.9","346","6.6","-","1005.5"
"Jyväskylä lentoasema AWOS","2024","3","16","14:00","0.6","1","0.3","4.2","91","4.5","346","6.5","-","1006.1"
"Jyväskylä lentoasema AWOS","2024","3","16","15:00","0.4","0.6","0.2","4.1","86","4.9","7","7.1","-","1006.7"
"Jyväskylä lentoasema AWOS","2024","3","16","16:00","0.1","0.2","0","4","81","4.9","14","8.4","-","1007.3"
"Jyväskylä lentoasema AWOS","2024","3","16","17:00","0","0","-0.1","3.7","82","4.8","18","6.7","-","1008"
"Jyväskylä lentoasema AWOS","2024","3","16","18:00","-0.1","0","-0.2","3.2","82","3.7","15","6.1","-","1008.6"
"Jyväskylä lentoasema AWOS","2024","3","16","19:00","-0.6","-0.1","-1","4.4","83","4.9","360","8.3","-","1009.5"
"Jyväskylä lentoasema AWOS","2024","3","16","20:00","-1.6","-1","-1.8","5.3","89","6.3","2","9.4","-","1010"
"Jyväskylä lentoasema AWOS","2024","3","16","21:00","-2","-1.8","-2.4","5.2","87","6.4","14","10.3","-","1010.5"
"Jyväskylä lentoasema AWOS","2024","3","16","22:00","-2.5","-2.4","-2.8","4.5","88","5.7","15","9.9","-","1011.1"
"Jyväskylä lentoasema AWOS","2024","3","16","23:00","-2.8","-2.7","-2.9","4.6","88","5.7","23","9.3","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","3","17","00:00","-3.1","-2.7","-3.6","5.4","83","6.2","20","9.8","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","3","17","01:00","-3.2","-3","-3.5","4.7","69","5.7","26","8.4","-","1012.8"
"Jyväskylä lentoasema AWOS","2024","3","17","02:00","-3.1","-3","-3.2","5.5","63","6.3","26","9.7","-","1013.3"
"Jyväskylä lentoasema AWOS","2024","3","17","03:00","-3.1","-3","-3.2","5.8","55","6.6","28","10.2","-","1014"
"Jyväskylä lentoasema AWOS","2024","3","17","04:00","-3.2","-3","-3.3","6.4","52","7","25","11.6","-","1014.6"
"Jyväskylä lentoasema AWOS","2024","3","17","05:00","-3.4","-3.2","-3.7","6","53","7.1","23","10.2","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","3","17","06:00","-3.9","-3.7","-4.1","6.4","53","7.1","21","10.6","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","3","17","07:00","-4.2","-3.9","-4.5","6.6","53","7.7","16","12","-","1018.2"
"Jyväskylä lentoasema AWOS","2024","3","17","08:00","-4.4","-4.3","-4.5","7.2","50","8.2","26","12.6","-","1019.4"
"Jyväskylä lentoasema AWOS","2024","3","17","09:00","-4.2","-4","-4.5","6.2","42","7.9","34","10.3","-","1020.6"
"Jyväskylä lentoasema AWOS","2024","3","17","10:00","-3.8","-3.4","-4.1","6","31","7","29","10.5","-","1021.4"
"Jyväskylä lentoasema AWOS","2024","3","17","11:00","-3.3","-3.1","-3.5","5.5","28","7.3","25","10.9","-","1022.3"
"Jyväskylä lentoasema AWOS","2024","3","17","12:00","-2.9","-2.7","-3.2","5.1","29","6.1","18","9.4","-","1023.1"
"Jyväskylä lentoasema AWOS","2024","3","17","13:00","-2.7","-2.5","-2.9","5.2","31","5.7","11","8.7","-","1023.7"
"Jyväskylä lentoasema AWOS","2024","3","17","14:00","-2.5","-2.2","-2.8","5","30","6.3","16","9.3","-","1024.5"
"Jyväskylä lentoasema AWOS","2024","3","17","15:00","-2.2","-2.1","-2.3","4.9","30","5.7","19","7.9","-","1025.1"
"Jyväskylä lentoasema AWOS","2024","3","17","16:00","-2.5","-2.2","-2.9","4.6","29","5.4","24","8.3","-","1025.8"
"Jyväskylä lentoasema AWOS","2024","3","17","17:00","-3.3","-2.6","-3.9","3.5","32","4.4","14","6.9","-","1026.6"
"Jyväskylä lentoasema AWOS","2024","3","17","18:00","-4.4","-3.8","-5","2.4","36","3.1","14","4.8","-","1027.4"
"Jyväskylä lentoasema AWOS","2024","3","17","19:00","-5.1","-4.8","-5.4","2.6","40","2.8","8","4","-","1028.2"
"Jyväskylä lentoasema AWOS","2024","3","17","20:00","-5.9","-5.1","-6.7","2.3","44","2.6","3","3.3","-","1028.8"
"Jyväskylä lentoasema AWOS","2024","3","17","21:00","-6.6","-6.1","-7","2.4","46","2.5","7","3.1","-","1029.4"
"Jyväskylä lentoasema AWOS","2024","3","17","22:00","-7.2","-6.7","-8.1","1.7","48","2.3","14","2.8","-","1029.7"
"Jyväskylä lentoasema AWOS","2024","3","17","23:00","-8.4","-7.2","-11.6","1.4","52","1.9","14","2.3","-","1029.9"
"Jyväskylä lentoasema AWOS","2024","3","18","00:00","-11.9","-10.3","-13.2","1.7","66","2","4","2.6","-","1030.4"
"Jyväskylä lentoasema AWOS","2024","3","18","01:00","-12.7","-11.8","-13.7","1.3","72","1.9","317","2.1","-","1030.6"
"Jyväskylä lentoasema AWOS","2024","3","18","02:00","-13.8","-13.1","-15","0.8","75","1.1","290","1.4","-","1030.7"
"Jyväskylä lentoasema AWOS","2024","3","18","03:00","-15.1","-14.2","-16.1","0.9","79","1.2","291","1.8","-","1030.7"
"Jyväskylä lentoasema AWOS","2024","3","18","04:00","-15.5","-14.7","-16.3","0.9","80","1.3","328","1.5","-","1030.8"
"Jyväskylä lentoasema AWOS","2024","3","18","05:00","-15.2","-14.8","-15.6","1","80","1.2","333","1.8","-","1030.9"
"Jyväskylä lentoasema AWOS","2024","3","18","06:00","-14.5","-13.2","-15.2","0.9","78","1.2","327","1.4","-","1031"
"Jyväskylä lentoasema AWOS","2024","3","18","07:00","-10.6","-7","-13.3","0.6","65","0.9","159","1.3","-","1030.7"
"Jyväskylä lentoasema AWOS","2024","3","18","08:00","-6.7","-5.9","-7.5","2.4","50","3.4","136","4.2","-","1030.4"
"Jyväskylä lentoasema AWOS","2024","3","18","09:00","-5.2","-4.4","-6.1","3.1","44","3.6","129","4.1","-","1030.1"
"Jyväskylä lentoasema AWOS","2024","3","18","10:00","-3.9","-3.4","-4.5","3.2","38","3.5","125","4.6","-","1029.6"
"Jyväskylä lentoasema AWOS","2024","3","18","11:00","-3","-2.2","-3.5","3.1","36","3.4","130","4.7","-","1029"
"Jyväskylä lentoasema AWOS","2024","3","18","12:00","-1.8","-1.1","-2.3","2","32","2.9","137","3.4","-","1028.1"
"Jyväskylä lentoasema AWOS","2024","3","18","13:00","-0.9","-0.5","-1.3","2.2","27","2.8","137","3.9","-","1027.3"
"Jyväskylä lentoasema AWOS","2024","3","18","14:00","-0.2","0.2","-0.8","2.2","25","2.9","138","3.3","-","1026.7"
"Jyväskylä lentoasema AWOS","2024","3","18","15:00","-0.1","0.2","-1","1.8","27","2.4","113","3","-","1026.1"
"Jyväskylä lentoasema AWOS","2024","3","18","16:00","-1.3","-0.1","-2.2","1.8","34","2.3","116","2.8","-","1025.9"
"Jyväskylä lentoasema AWOS","2024","3","18","17:00","-3.4","-2.2","-4.2","0.7","43","1.5","144","1.6","-","1025.9"
"Jyväskylä lentoasema AWOS","2024","3","18","18:00","-5.9","-4","-7.1","0.4","55","0.8","158","1","-","1026.1"
"Jyväskylä lentoasema AWOS","2024","3","18","19:00","-7.8","-7","-8.3","0.6","64","0.9","143","1.3","-","1026.3"
"Jyväskylä lentoasema AWOS","2024","3","18","20:00","-9.2","-8.1","-10.3","0.5","66","0.7","120","0.9","-","1026.8"
"Jyväskylä lentoasema AWOS","2024","3","18","21:00","-10.7","-9.7","-11.5","0.3","73","0.6","86","1","-","1026.9"
"Jyväskylä lentoasema AWOS","2024","3","18","22:00","-11.4","-10.6","-12.4","0.5","72","0.8","279","1","-","1026.9"
"Jyväskylä lentoasema AWOS","2024","3","18","23:00","-12.9","-11.9","-13.6","0.3","85","0.5","272","0.7","-","1027"
"Jyväskylä lentoasema AWOS","2024","3","19","00:00","-14.1","-13.7","-14.5","0.3","87","0.5","177","0.7","-","1026.9"
"Jyväskylä lentoasema AWOS","2024","3","19","01:00","-15","-14.3","-15.5","0.3","88","0.5","289","0.8","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","3","19","02:00","-15.3","-15","-15.7","0.6","85","0.8","310","1.1","-","1026.4"
"Jyväskylä lentoasema AWOS","2024","3","19","03:00","-16.3","-15.6","-16.8","0.5","85","0.8","204","0.9","-","1026.4"
"Jyväskylä lentoasema AWOS","2024","3","19","04:00","-16.8","-16.5","-17","0.3","85","0.5","196","0.7","-","1026.4"
"Jyväskylä lentoasema AWOS","2024","3","19","05:00","-17.1","-16.7","-17.6","0.4","84","0.6","153","0.8","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","3","19","06:00","-15.6","-14.7","-16.7","0.6","77","1","119","1.1","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","3","19","07:00","-12.8","-11","-14.6","1.3","74","1.7","119","1.9","-","1026.1"
"Jyväskylä lentoasema AWOS","2024","3","19","08:00","-8.9","-6.6","-10.9","2.1","72","2.3","116","2.6","-","1025.8"
"Jyväskylä lentoasema AWOS","2024","3","19","09:00","-4.8","-2.4","-6.8","2.7","64","3.4","122","4","-","1025.7"
"Jyväskylä lentoasema AWOS","2024","3","19","10:00","-2.2","-1.4","-3.1","4.5","63","5.6","146","7.1","-","1025.4"
"Jyväskylä lentoasema AWOS","2024","3","19","11:00","-1.2","-0.6","-1.9","4.7","65","5.3","164","8","-","1025.2"
"Jyväskylä lentoasema AWOS","2024","3","19","12:00","-1.2","-0.8","-1.6","3.7","70","4.6","167","7.3","-","1024.7"
"Jyväskylä lentoasema AWOS","2024","3","19","13:00","-1.6","-1.2","-1.8","3.4","73","4.1","175","5.5","-","1024.3"
"Jyväskylä lentoasema AWOS","2024","3","19","14:00","-1.5","-1.4","-1.6","3.2","71","4.3","198","5.1","-","1023.9"
"Jyväskylä lentoasema AWOS","2024","3","19","15:00","-1.7","-1.5","-1.8","3.3","74","3.9","177","5.4","-","1023.5"
"Jyväskylä lentoasema AWOS","2024","3","19","16:00","-1.7","-1.6","-1.8","3.2","76","3.8","176","5.2","-","1023"
"Jyväskylä lentoasema AWOS","2024","3","19","17:00","-1.8","-1.8","-1.9","2.8","77","3.3","177","4.5","-","1022.9"
"Jyväskylä lentoasema AWOS","2024","3","19","18:00","-1.9","-1.8","-1.9","3.4","79","3.9","181","5.3","-","1022.8"
"Jyväskylä lentoasema AWOS","2024","3","19","19:00","-1.9","-1.8","-1.9","2.6","80","2.9","181","4.2","-","1022.7"
"Jyväskylä lentoasema AWOS","2024","3","19","20:00","-1.8","-1.7","-1.9","2.5","81","2.8","182","4.1","-","1022.5"
"Jyväskylä lentoasema AWOS","2024","3","19","21:00","-1.7","-1.6","-1.8","2.6","83","3.2","189","4.6","-","1022"
"Jyväskylä lentoasema AWOS","2024","3","19","22:00","-1.6","-1.6","-1.7","2.8","84","3.1","188","4.4","-","1021.7"
"Jyväskylä lentoasema AWOS","2024","3","19","23:00","-1.6","-1.5","-1.6","2.5","86","2.9","193","4.3","-","1021.4"
"Jyväskylä lentoasema AWOS","2024","3","20","00:00","-1.5","-1.4","-1.5","2.5","89","2.9","211","4.7","-","1021.2"
"Jyväskylä lentoasema AWOS","2024","3","20","01:00","-1.4","-1.4","-1.4","2.4","91","2.8","201","4.4","-","1020.7"
"Jyväskylä lentoasema AWOS","2024","3","20","02:00","-1.4","-1.3","-1.4","1.7","93","1.9","182","3","-","1020.5"
"Jyväskylä lentoasema AWOS","2024","3","20","03:00","-1.3","-1.2","-1.4","2","94","2.1","174","3.2","-","1020.2"
"Jyväskylä lentoasema AWOS","2024","3","20","04:00","-1.1","-1.1","-1.2","2.1","94","2.5","178","3.4","-","1020"
"Jyväskylä lentoasema AWOS","2024","3","20","05:00","-1.2","-1.2","-1.2","2.2","97","2.5","178","3.5","-","1019.8"
"Jyväskylä lentoasema AWOS","2024","3","20","06:00","-1","-0.7","-1.2","2.4","98","2.9","184","4.4","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","3","20","07:00","-0.4","-0.3","-0.7","3.6","93","4.6","201","7.1","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","3","20","08:00","0","0.1","-0.3","3.3","90","4.1","204","6.7","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","3","20","09:00","0.3","0.5","0.1","3.5","89","4.2","206","5.8","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","3","20","10:00","0.7","0.8","0.5","3.4","85","4.1","204","5.7","-","1019.6"
"Jyväskylä lentoasema AWOS","2024","3","20","11:00","0.7","1","0.4","3.6","86","4.5","183","6.8","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","3","20","12:00","1.1","1.5","0.8","3.3","81","5","203","6.5","-","1019.2"
"Jyväskylä lentoasema AWOS","2024","3","20","13:00","1.4","1.6","1.2","3.2","78","4","210","6.6","-","1019"
"Jyväskylä lentoasema AWOS","2024","3","20","14:00","1.1","1.4","0.8","3.6","84","4.8","194","7.6","-","1018.9"
"Jyväskylä lentoasema AWOS","2024","3","20","15:00","0.8","1","0.6","2.8","85","3.5","208","4.7","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","3","20","16:00","0.5","0.8","0.4","3.3","80","3.8","221","5.3","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","3","20","17:00","0.1","0.4","-0.2","3.2","75","3.8","207","5.6","-","1018.8"
"Jyväskylä lentoasema AWOS","2024","3","20","18:00","-0.2","-0.1","-0.2","2.6","76","3.7","218","5.9","-","1018.9"
"Jyväskylä lentoasema AWOS","2024","3","20","19:00","-0.1","-0.1","-0.3","3.4","77","4.7","223","6.6","-","1018.9"
"Jyväskylä lentoasema AWOS","2024","3","20","20:00","-0.4","-0.3","-0.5","4.2","76","5","219","7.8","-","1018.8"
"Jyväskylä lentoasema AWOS","2024","3","20","21:00","-0.5","-0.4","-0.7","4","76","4.8","220","7.3","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","3","20","22:00","-0.9","-0.7","-0.9","3.5","77","4.3","220","6.5","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","3","20","23:00","-1","-0.9","-1.1","2.5","77","3.7","183","4.4","-","1018.3"
"Jyväskylä lentoasema AWOS","2024","3","21","00:00","-1.4","-1.1","-1.6","2.6","82","2.9","165","4.2","-","1017.8"
"Jyväskylä lentoasema AWOS","2024","3","21","01:00","-1.7","-1.5","-1.8","2.9","89","3.4","161","4.3","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","3","21","02:00","-1.8","-1.8","-1.9","2.9","93","3.4","160","4.6","-","1016.7"
"Jyväskylä lentoasema AWOS","2024","3","21","03:00","-1.7","-1.6","-1.8","2.5","94","2.9","166","3.8","-","1016.2"
"Jyväskylä lentoasema AWOS","2024","3","21","04:00","-1.4","-1.2","-1.6","2.1","95","2.4","176","3.2","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","3","21","05:00","-1.1","-0.9","-1.2","2.2","96","2.4","185","3.9","-","1015.5"
