"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema","2024","3","15","14:00","-","0","-","-","-","-","64","7","7.7","7.4"
"Jyväskylä lentoasema","2024","3","15","15:00","-","0","-","-","-","-","68","5.8","7.5","6.7"
"Jyväskylä lentoasema","2024","3","15","16:00","-","0","-","-","-","-","77","4.6","5.8","5.2"
"Jyväskylä lentoasema","2024","3","15","17:00","-","0","-","-","-","-","84","4.2","4.6","4.4"
"Jyväskylä lentoasema","2024","3","15","18:00","-","0","-","-","-","-","89","4.1","4.3","4.2"
"Jyväskylä lentoasema","2024","3","15","19:00","-","0.2","-","-","-","-","96","3.2","4.1","3.7"
"Jyväskylä lentoasema","2024","3","15","20:00","-","0.8","-","-","-","-","99","2.9","3.3","3.1"
"Jyväskylä lentoasema","2024","3","15","21:00","-","1.9","-","-","-","-","100","3","3.3","3.1"
"Jyväskylä lentoasema","2024","3","15","22:00","-","0.7","-","-","-","-","100","3","3.4","3.2"
"Jyväskylä lentoasema","2024","3","15","23:00","-","0.5","-","-","-","-","100","2.8","3.2","3"
"Jyväskylä lentoasema","2024","3","16","00:00","-","0","-","-","-","-","100","2.8","3.9","3.3"
"Jyväskylä lentoasema","2024","3","16","01:00","-","0.3","-","-","-","-","100","3.8","4.3","4.1"
"Jyväskylä lentoasema","2024","3","16","02:00","-","0","-","-","-","-","100","4.1","4.3","4.2"
"Jyväskylä lentoasema","2024","3","16","03:00","-","0.7","-","-","-","-","99","4.1","4.4","4.3"
"Jyväskylä lentoasema","2024","3","16","04:00","-","1.9","-","-","-","-","99","4","4.3","4.2"
"Jyväskylä lentoasema","2024","3","16","05:00","-","1.3","-","-","-","-","98","4.1","4.3","4.2"
"Jyväskylä lentoasema","2024","3","16","06:00","-","0.3","-","-","-","-","97","3.8","4.2","4"
"Jyväskylä lentoasema","2024","3","16","07:00","-","0.5","-","-","-","-","97","3.7","3.9","3.8"
"Jyväskylä lentoasema","2024","3","16","08:00","-","0.4","-","-","-","-","97","3","3.7","3.5"
"Jyväskylä lentoasema","2024","3","16","09:00","-","0.1","-","-","-","-","96","1.7","3.5","2.1"
"Jyväskylä lentoasema","2024","3","16","10:00","-","0.1","-","-","-","-","96","1.5","1.9","1.7"
"Jyväskylä lentoasema","2024","3","16","11:00","-","0","-","-","-","-","94","1.5","2.1","1.8"
"Jyväskylä lentoasema","2024","3","16","12:00","-","0","-","-","-","-","94","1.3","1.9","1.6"
"Jyväskylä lentoasema","2024","3","16","13:00","-","0","-","-","-","-","92","0.6","1.5","1.1"
"Jyväskylä lentoasema","2024","3","16","14:00","-","0","-","-","-","-","92","0.1","0.6","0.3"
"Jyväskylä lentoasema","2024","3","16","15:00","-","0","-","-","-","-","87","0.1","0.3","0.2"
"Jyväskylä lentoasema","2024","3","16","16:00","-","0","-","-","-","-","84","-0.2","0.1","-0.1"
"Jyväskylä lentoasema","2024","3","16","17:00","-","0","-","-","-","-","84","-0.3","-0.2","-0.2"
"Jyväskylä lentoasema","2024","3","16","18:00","-","0","-","-","-","-","84","-0.3","-0.2","-0.3"
"Jyväskylä lentoasema","2024","3","16","19:00","-","0.1","-","-","-","-","86","-1.2","-0.2","-0.8"
"Jyväskylä lentoasema","2024","3","16","20:00","-","0.3","-","-","-","-","92","-2.1","-1.2","-1.8"
"Jyväskylä lentoasema","2024","3","16","21:00","-","0.1","-","-","-","-","88","-2.6","-2","-2.2"
"Jyväskylä lentoasema","2024","3","16","22:00","-","0.3","-","-","-","-","90","-2.9","-2.5","-2.7"
"Jyväskylä lentoasema","2024","3","16","23:00","-","0.3","-","-","-","-","89","-3","-2.8","-2.9"
"Jyväskylä lentoasema","2024","3","17","00:00","-","0","-","-","-","-","84","-3.8","-2.8","-3.2"
"Jyväskylä lentoasema","2024","3","17","01:00","-","0","-","-","-","-","72","-3.7","-3.1","-3.3"
"Jyväskylä lentoasema","2024","3","17","02:00","-","0","-","-","-","-","64","-3.3","-3.1","-3.2"
"Jyväskylä lentoasema","2024","3","17","03:00","-","0","-","-","-","-","57","-3.3","-3.1","-3.2"
"Jyväskylä lentoasema","2024","3","17","04:00","-","0","-","-","-","-","55","-3.5","-3.2","-3.3"
"Jyväskylä lentoasema","2024","3","17","05:00","-","0","-","-","-","-","56","-3.9","-3.5","-3.7"
"Jyväskylä lentoasema","2024","3","17","06:00","-","0","-","-","-","-","56","-4.2","-3.9","-4.1"
"Jyväskylä lentoasema","2024","3","17","07:00","-","0","-","-","-","-","58","-4.7","-4.2","-4.5"
"Jyväskylä lentoasema","2024","3","17","08:00","-","0","-","-","-","-","53","-4.8","-4.5","-4.6"
"Jyväskylä lentoasema","2024","3","17","09:00","-","0","-","-","-","-","45","-4.7","-4.2","-4.5"
"Jyväskylä lentoasema","2024","3","17","10:00","-","0","-","-","-","-","34","-4.2","-3.7","-4"
"Jyväskylä lentoasema","2024","3","17","11:00","-","0","-","-","-","-","32","-3.8","-3.3","-3.6"
"Jyväskylä lentoasema","2024","3","17","12:00","-","0","-","-","-","-","33","-3.5","-3","-3.2"
"Jyväskylä lentoasema","2024","3","17","13:00","-","0","-","-","-","-","35","-3.2","-2.9","-3"
"Jyväskylä lentoasema","2024","3","17","14:00","-","0","-","-","-","-","34","-3.2","-2.7","-3"
"Jyväskylä lentoasema","2024","3","17","15:00","-","0","-","-","-","-","33","-3","-2.5","-2.7"
"Jyväskylä lentoasema","2024","3","17","16:00","-","0","-","-","-","-","33","-3.4","-2.7","-3"
"Jyväskylä lentoasema","2024","3","17","17:00","-","0","-","-","-","-","36","-4.8","-3.3","-4"
"Jyväskylä lentoasema","2024","3","17","18:00","-","0","-","-","-","-","41","-6.5","-4.6","-5.2"
"Jyväskylä lentoasema","2024","3","17","19:00","-","0","-","-","-","-","49","-8.1","-5.6","-7.1"
"Jyväskylä lentoasema","2024","3","17","20:00","-","0","-","-","-","-","52","-8.1","-7.2","-7.6"
"Jyväskylä lentoasema","2024","3","17","21:00","-","0","-","-","-","-","53","-8.2","-7.2","-7.8"
"Jyväskylä lentoasema","2024","3","17","22:00","-","0","-","-","-","-","55","-9.1","-7.9","-8.3"
"Jyväskylä lentoasema","2024","3","17","23:00","-","0","-","-","-","-","60","-9.7","-9.1","-9.4"
"Jyväskylä lentoasema","2024","3","18","00:00","-","0","-","-","-","-","60","-10.7","-9.4","-9.9"
"Jyväskylä lentoasema","2024","3","18","01:00","-","0","-","-","-","-","68","-14.1","-10.5","-11.9"
"Jyväskylä lentoasema","2024","3","18","02:00","-","0","-","-","-","-","76","-17.3","-10.6","-14.3"
"Jyväskylä lentoasema","2024","3","18","03:00","-","0","-","-","-","-","85","-17.2","-15.4","-16.3"
"Jyväskylä lentoasema","2024","3","18","04:00","-","0","-","-","-","-","84","-16.9","-14.3","-15.5"
"Jyväskylä lentoasema","2024","3","18","05:00","-","0","-","-","-","-","79","-15.4","-12.5","-13.8"
"Jyväskylä lentoasema","2024","3","18","06:00","-","0","-","-","-","-","78","-15.9","-11.2","-13.8"
"Jyväskylä lentoasema","2024","3","18","07:00","-","0","-","-","-","-","61","-13.7","-7.8","-10.1"
"Jyväskylä lentoasema","2024","3","18","08:00","-","0","-","-","-","-","50","-7.7","-5.2","-6.4"
"Jyväskylä lentoasema","2024","3","18","09:00","-","0","-","-","-","-","46","-5.9","-3.9","-5.2"
"Jyväskylä lentoasema","2024","3","18","10:00","-","0","-","-","-","-","39","-4.3","-3.6","-4"
"Jyväskylä lentoasema","2024","3","18","11:00","-","0","-","-","-","-","36","-3.6","-2.3","-3.1"
"Jyväskylä lentoasema","2024","3","18","12:00","-","0","-","-","-","-","33","-2.5","-0.6","-1.9"
"Jyväskylä lentoasema","2024","3","18","13:00","-","0","-","-","-","-","27","-1.2","-0.3","-0.9"
"Jyväskylä lentoasema","2024","3","18","14:00","-","0","-","-","-","-","26","-1.1","-0.2","-0.6"
"Jyväskylä lentoasema","2024","3","18","15:00","-","0","-","-","-","-","31","-1.7","-0.3","-1"
"Jyväskylä lentoasema","2024","3","18","16:00","-","0","-","-","-","-","32","-2.8","-0.9","-1.6"
"Jyväskylä lentoasema","2024","3","18","17:00","-","0","-","-","-","-","38","-5.1","-2.8","-3.5"
"Jyväskylä lentoasema","2024","3","18","18:00","-","0","-","-","-","-","47","-6.6","-4.1","-5.6"
"Jyväskylä lentoasema","2024","3","18","19:00","-","0","-","-","-","-","58","-8.5","-6.5","-7.5"
"Jyväskylä lentoasema","2024","3","18","20:00","-","0","-","-","-","-","71","-9.9","-8.6","-9.3"
"Jyväskylä lentoasema","2024","3","18","21:00","-","0","-","-","-","-","74","-11","-9.1","-10.2"
"Jyväskylä lentoasema","2024","3","18","22:00","-","0","-","-","-","-","81","-12.4","-10.7","-11.8"
"Jyväskylä lentoasema","2024","3","18","23:00","-","0","-","-","-","-","86","-13.3","-12.3","-12.8"
"Jyväskylä lentoasema","2024","3","19","00:00","-","0","-","-","-","-","88","-14.2","-12.9","-13.6"
"Jyväskylä lentoasema","2024","3","19","01:00","-","0","-","-","-","-","90","-15","-13.7","-14.4"
"Jyväskylä lentoasema","2024","3","19","02:00","-","0","-","-","-","-","87","-15.6","-14.6","-15.1"
"Jyväskylä lentoasema","2024","3","19","03:00","-","0","-","-","-","-","88","-16.3","-15.4","-15.9"
"Jyväskylä lentoasema","2024","3","19","04:00","-","0","-","-","-","-","89","-16.6","-15.6","-16.2"
"Jyväskylä lentoasema","2024","3","19","05:00","-","0","-","-","-","-","87","-16.8","-16","-16.5"
"Jyväskylä lentoasema","2024","3","19","06:00","-","0","-","-","-","-","80","-16.5","-13.9","-15"
"Jyväskylä lentoasema","2024","3","19","07:00","-","0","-","-","-","-","75","-14.8","-10.9","-13.1"
"Jyväskylä lentoasema","2024","3","19","08:00","-","0","-","-","-","-","73","-10.9","-7","-9.2"
"Jyväskylä lentoasema","2024","3","19","09:00","-","0","-","-","-","-","66","-6.9","-2.2","-5.2"
"Jyväskylä lentoasema","2024","3","19","10:00","-","0","-","-","-","-","62","-2.2","-1","-1.6"
"Jyväskylä lentoasema","2024","3","19","11:00","-","0","-","-","-","-","65","-1.3","-0.4","-0.8"
"Jyväskylä lentoasema","2024","3","19","12:00","-","0","-","-","-","-","67","-1","-0.1","-0.5"
"Jyväskylä lentoasema","2024","3","19","13:00","-","0","-","-","-","-","71","-1.3","-0.8","-1.2"
"Jyväskylä lentoasema","2024","3","19","14:00","-","0","-","-","-","-","71","-1.6","-1.1","-1.4"
"Jyväskylä lentoasema","2024","3","19","15:00","-","0","-","-","-","-","73","-1.6","-1.4","-1.5"
"Jyväskylä lentoasema","2024","3","19","16:00","-","0","-","-","-","-","76","-1.9","-1.6","-1.8"
"Jyväskylä lentoasema","2024","3","19","17:00","-","0","-","-","-","-","79","-2","-1.8","-1.9"
"Jyväskylä lentoasema","2024","3","19","18:00","-","0","-","-","-","-","81","-2.1","-2","-2"
"Jyväskylä lentoasema","2024","3","19","19:00","-","0","-","-","-","-","82","-2.1","-2","-2.1"
"Jyväskylä lentoasema","2024","3","19","20:00","-","0","-","-","-","-","83","-2","-2","-2"
"Jyväskylä lentoasema","2024","3","19","21:00","-","0","-","-","-","-","85","-2","-1.9","-1.9"
"Jyväskylä lentoasema","2024","3","19","22:00","-","0","-","-","-","-","87","-1.9","-1.8","-1.8"
"Jyväskylä lentoasema","2024","3","19","23:00","-","0","-","-","-","-","89","-1.8","-1.7","-1.8"
"Jyväskylä lentoasema","2024","3","20","00:00","-","0","-","-","-","-","91","-1.7","-1.6","-1.7"
"Jyväskylä lentoasema","2024","3","20","01:00","-","0","-","-","-","-","94","-1.6","-1.5","-1.6"
"Jyväskylä lentoasema","2024","3","20","02:00","-","0","-","-","-","-","95","-1.6","-1.5","-1.5"
"Jyväskylä lentoasema","2024","3","20","03:00","-","0","-","-","-","-","96","-1.6","-1.4","-1.5"
"Jyväskylä lentoasema","2024","3","20","04:00","-","0","-","-","-","-","96","-1.4","-1.3","-1.3"
"Jyväskylä lentoasema","2024","3","20","05:00","-","0","-","-","-","-","98","-1.4","-1.3","-1.3"
"Jyväskylä lentoasema","2024","3","20","06:00","-","0","-","-","-","-","99","-1.3","-0.7","-1.1"
"Jyväskylä lentoasema","2024","3","20","07:00","-","0","-","-","-","-","95","-0.7","-0.4","-0.6"
"Jyväskylä lentoasema","2024","3","20","08:00","-","0","-","-","-","-","92","-0.4","0.2","-0.1"
"Jyväskylä lentoasema","2024","3","20","09:00","-","0","-","-","-","-","89","0","0.5","0.2"
"Jyväskylä lentoasema","2024","3","20","10:00","-","0","-","-","-","-","87","0.2","0.9","0.6"
"Jyväskylä lentoasema","2024","3","20","11:00","-","0","-","-","-","-","84","0.6","1.4","1"
"Jyväskylä lentoasema","2024","3","20","12:00","-","0","-","-","-","-","82","0.9","1.4","1.1"
"Jyväskylä lentoasema","2024","3","20","13:00","-","0","-","-","-","-","80","1.1","1.5","1.3"
"Jyväskylä lentoasema","2024","3","20","14:00","-","0","-","-","-","-","84","0.9","1.3","1.1"
"Jyväskylä lentoasema","2024","3","20","15:00","-","0","-","-","-","-","86","0.6","1.1","0.8"
"Jyväskylä lentoasema","2024","3","20","16:00","-","0","-","-","-","-","79","0.2","0.7","0.5"
"Jyväskylä lentoasema","2024","3","20","17:00","-","0","-","-","-","-","77","-0.4","0.2","-0.1"
"Jyväskylä lentoasema","2024","3","20","18:00","-","0","-","-","-","-","79","-0.4","-0.3","-0.4"
"Jyväskylä lentoasema","2024","3","20","19:00","-","0","-","-","-","-","80","-0.5","-0.2","-0.3"
"Jyväskylä lentoasema","2024","3","20","20:00","-","0","-","-","-","-","79","-0.7","-0.5","-0.6"
"Jyväskylä lentoasema","2024","3","20","21:00","-","0","-","-","-","-","78","-0.9","-0.6","-0.7"
"Jyväskylä lentoasema","2024","3","20","22:00","-","0","-","-","-","-","79","-1.1","-0.8","-1"
"Jyväskylä lentoasema","2024","3","20","23:00","-","0","-","-","-","-","80","-1.3","-1.1","-1.2"
"Jyväskylä lentoasema","2024","3","21","00:00","-","0.1","-","-","-","-","84","-1.8","-1.3","-1.5"
"Jyväskylä lentoasema","2024","3","21","01:00","-","0.3","-","-","-","-","92","-2.1","-1.7","-1.9"
"Jyväskylä lentoasema","2024","3","21","02:00","-","0.2","-","-","-","-","95","-2.1","-1.9","-2"
"Jyväskylä lentoasema","2024","3","21","03:00","-","0.2","-","-","-","-","96","-2","-1.7","-1.9"
"Jyväskylä lentoasema","2024","3","21","04:00","-","0.1","-","-","-","-","97","-1.8","-1.3","-1.6"
"Jyväskylä lentoasema","2024","3","21","05:00","-","0.2","-","-","-","-","98","-1.4","-1","-1.2"
"Jyväskylä lentoasema","2024","3","21","06:00","-","0","-","-","-","-","97","-1","-0.4","-0.7"
"Jyväskylä lentoasema","2024","3","21","07:00","-","0","-","-","-","-","97","-0.4","0.3","0"
"Jyväskylä lentoasema","2024","3","21","08:00","-","0","-","-","-","-","97","0.3","0.5","0.4"
"Jyväskylä lentoasema","2024","3","21","09:00","-","0","-","-","-","-","95","0.6","1.5","1"
"Jyväskylä lentoasema","2024","3","21","10:00","-","0","-","-","-","-","91","1.2","1.5","1.4"
"Jyväskylä lentoasema","2024","3","21","11:00","-","0.3","-","-","-","-","93","1.2","1.9","1.5"
"Jyväskylä lentoasema","2024","3","21","12:00","-","0","-","-","-","-","90","1.7","2","1.9"
"Jyväskylä lentoasema","2024","3","21","13:00","-","0","-","-","-","-","90","1.9","2.5","2"
"Jyväskylä lentoasema","2024","3","21","14:00","-","0","-","-","-","-","90","2","2.3","2.1"
"Jyväskylä lentoasema","2024","3","21","15:00","-","0","-","-","-","-","89","2","2.3","2.1"
"Jyväskylä lentoasema","2024","3","21","16:00","-","0.1","-","-","-","-","93","1.5","2.1","1.8"
"Jyväskylä lentoasema","2024","3","21","17:00","-","0","-","-","-","-","97","0.9","1.5","1.2"
"Jyväskylä lentoasema","2024","3","21","18:00","-","0","-","-","-","-","98","0.6","1","0.7"
"Jyväskylä lentoasema","2024","3","21","19:00","-","0","-","-","-","-","99","0.5","0.7","0.6"
"Jyväskylä lentoasema","2024","3","21","20:00","-","0","-","-","-","-","99","0.6","0.7","0.6"
"Jyväskylä lentoasema","2024","3","21","21:00","-","0","-","-","-","-","99","0.1","0.7","0.4"
"Jyväskylä lentoasema","2024","3","21","22:00","-","0","-","-","-","-","99","-0.5","0.4","0.2"
"Jyväskylä lentoasema","2024","3","21","23:00","-","0","-","-","-","-","97","-0.5","0","-0.2"
"Jyväskylä lentoasema","2024","3","22","00:00","-","0","-","-","-","-","96","-1.1","-0.3","-0.8"
"Jyväskylä lentoasema","2024","3","22","01:00","-","0","-","-","-","-","98","-1.4","-1","-1.2"
"Jyväskylä lentoasema","2024","3","22","02:00","-","0","-","-","-","-","98","-1.9","-1.1","-1.4"
"Jyväskylä lentoasema","2024","3","22","03:00","-","0","-","-","-","-","99","-1.2","-0.7","-0.9"
"Jyväskylä lentoasema","2024","3","22","04:00","-","0","-","-","-","-","99","-0.9","-0.7","-0.8"
"Jyväskylä lentoasema","2024","3","22","05:00","-","0","-","-","-","-","99","-0.8","-0.5","-0.7"
"Jyväskylä lentoasema","2024","3","22","06:00","-","0","-","-","-","-","98","-0.5","-0.1","-0.3"
"Jyväskylä lentoasema","2024","3","22","07:00","-","0","-","-","-","-","94","-0.1","0.2","0"
"Jyväskylä lentoasema","2024","3","22","08:00","-","0","-","-","-","-","91","0.2","0.5","0.4"
"Jyväskylä lentoasema","2024","3","22","09:00","-","0","-","-","-","-","91","0.3","0.7","0.5"
"Jyväskylä lentoasema","2024","3","22","10:00","-","0","-","-","-","-","91","0.6","0.9","0.7"
"Jyväskylä lentoasema","2024","3","22","11:00","-","0.4","-","-","-","-","95","0.4","0.8","0.6"
"Jyväskylä lentoasema","2024","3","22","12:00","-","0.3","-","-","-","-","96","0.4","0.7","0.6"
"Jyväskylä lentoasema","2024","3","22","13:00","-","0.3","-","-","-","-","96","0.4","0.7","0.6"
"Jyväskylä lentoasema","2024","3","22","14:00","-","0.7","-","-","-","-","98","0.2","0.5","0.4"
"Jyväskylä lentoasema","2024","3","22","15:00","-","0.6","-","-","-","-","98","0.2","0.3","0.2"
"Jyväskylä lentoasema","2024","3","22","16:00","-","0.2","-","-","-","-","99","0.1","0.2","0.2"
"Jyväskylä lentoasema","2024","3","22","17:00","-","0.6","-","-","-","-","99","0","0.2","0.1"
"Jyväskylä lentoasema","2024","3","22","18:00","-","0.3","-","-","-","-","99","0","0.1","0.1"
"Jyväskylä lentoasema","2024","3","22","19:00","-","0.5","-","-","-","-","99","0","0","0"
"Jyväskylä lentoasema","2024","3","22","20:00","-","0.4","-","-","-","-","100","-0.1","0","0"
"Jyväskylä lentoasema","2024","3","22","21:00","-","0","-","-","-","-","100","-0.1","0","-0.1"
"Jyväskylä lentoasema","2024","3","22","22:00","-","0","-","-","-","-","100","-0.1","0","-0.1"
"Jyväskylä lentoasema","2024","3","22","23:00","-","0.1","-","-","-","-","100","-0.1","0","-0.1"
"Jyväskylä lentoasema","2024","3","23","00:00","-","0.1","-","-","-","-","100","-0.2","-0.1","-0.1"
"Jyväskylä lentoasema","2024","3","23","01:00","-","0","-","-","-","-","100","-0.1","0.1","0"
"Jyväskylä lentoasema","2024","3","23","02:00","-","0","-","-","-","-","100","0.1","0.1","0.1"
"Jyväskylä lentoasema","2024","3","23","03:00","-","0","-","-","-","-","100","0.1","0.2","0.1"
"Jyväskylä lentoasema","2024","3","23","04:00","-","0","-","-","-","-","99","0.1","0.2","0.2"
"Jyväskylä lentoasema","2024","3","23","05:00","-","0","-","-","-","-","98","0.1","0.2","0.1"
"Jyväskylä lentoasema","2024","3","23","06:00","-","0.2","-","-","-","-","98","0.1","0.3","0.2"
"Jyväskylä lentoasema","2024","3","23","07:00","-","0.1","-","-","-","-","95","0.3","0.7","0.5"
"Jyväskylä lentoasema","2024","3","23","08:00","-","0","-","-","-","-","92","0.5","0.9","0.7"
"Jyväskylä lentoasema","2024","3","23","09:00","-","0","-","-","-","-","90","0.9","1.4","1.1"
"Jyväskylä lentoasema","2024","3","23","10:00","-","0","-","-","-","-","85","1.4","2.3","1.7"
"Jyväskylä lentoasema","2024","3","23","11:00","-","0","-","-","-","-","89","0.3","2.1","1.1"
"Jyväskylä lentoasema","2024","3","23","12:00","-","0","-","-","-","-","81","1","2.1","1.5"
"Jyväskylä lentoasema","2024","3","23","13:00","-","0","-","-","-","-","81","1","1.9","1.5"
"Jyväskylä lentoasema","2024","3","23","14:00","-","0","-","-","-","-","83","1.2","1.8","1.6"
"Jyväskylä lentoasema","2024","3","23","15:00","-","0","-","-","-","-","87","0.8","2.1","1.4"
"Jyväskylä lentoasema","2024","3","23","16:00","-","0.1","-","-","-","-","92","0.6","1.1","0.9"
"Jyväskylä lentoasema","2024","3","23","17:00","-","0","-","-","-","-","95","-0.1","0.7","0.2"
"Jyväskylä lentoasema","2024","3","23","18:00","-","0","-","-","-","-","97","-0.1","0.4","0"
"Jyväskylä lentoasema","2024","3","23","19:00","-","0.1","-","-","-","-","95","0.1","0.4","0.3"
"Jyväskylä lentoasema","2024","3","23","20:00","-","0","-","-","-","-","95","0.1","0.3","0.2"
"Jyväskylä lentoasema","2024","3","23","21:00","-","0","-","-","-","-","95","0.1","0.2","0.1"
"Jyväskylä lentoasema","2024","3","23","22:00","-","0","-","-","-","-","95","-0.1","0.1","0"
"Jyväskylä lentoasema","2024","3","23","23:00","-","0","-","-","-","-","97","-0.4","-0.2","-0.3"
"Jyväskylä lentoasema","2024","3","24","00:00","-","0","-","-","-","-","96","-0.7","-0.4","-0.5"
"Jyväskylä lentoasema","2024","3","24","01:00","-","0","-","-","-","-","96","-0.7","-0.6","-0.6"
"Jyväskylä lentoasema","2024","3","24","02:00","-","0.1","-","-","-","-","97","-0.7","-0.6","-0.6"
