"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema AWOS","2024","3","13","13:00","1014.3","-","6.7","221","4.2","3.5","71","2.2","2.5","2.4"
"Jyväskylä lentoasema AWOS","2024","3","13","14:00","1013.7","-","5.5","204","3.5","2.8","72","2","2.6","2.3"
"Jyväskylä lentoasema AWOS","2024","3","13","15:00","1013.1","-","4.6","177","3.6","2.1","72","1.6","2.1","1.9"
"Jyväskylä lentoasema AWOS","2024","3","13","16:00","1012.7","-","3.5","159","2.9","1.8","72","1.5","1.8","1.6"
"Jyväskylä lentoasema AWOS","2024","3","13","17:00","1012.5","-","3.2","160","2","1.7","73","1.2","1.6","1.4"
"Jyväskylä lentoasema AWOS","2024","3","13","18:00","1012.2","-","3.7","164","2.7","2.3","74","0.9","1.3","1.1"
"Jyväskylä lentoasema AWOS","2024","3","13","19:00","1011.9","-","3.6","175","2.9","2.5","76","0.6","1","0.8"
"Jyväskylä lentoasema AWOS","2024","3","13","20:00","1011.3","-","3.9","167","3","2.7","82","0.5","0.7","0.5"
"Jyväskylä lentoasema AWOS","2024","3","13","21:00","1010.8","-","3.8","166","2.9","2.5","91","-0.1","0.5","0.1"
"Jyväskylä lentoasema AWOS","2024","3","13","22:00","1010.2","-","4.1","172","2.9","2.6","96","-0.1","0.2","0"
"Jyväskylä lentoasema AWOS","2024","3","13","23:00","1009.6","-","5.2","181","3.5","2.8","97","0.2","0.4","0.2"
"Jyväskylä lentoasema AWOS","2024","3","14","00:00","1008.9","-","5.9","199","3.9","3.5","97","0.4","0.7","0.6"
"Jyväskylä lentoasema AWOS","2024","3","14","01:00","1008.4","-","7.1","206","4.2","3.8","96","0.7","0.9","0.8"
"Jyväskylä lentoasema AWOS","2024","3","14","02:00","1007.7","-","6.3","199","3.9","3.7","96","0.8","0.9","0.8"
"Jyväskylä lentoasema AWOS","2024","3","14","03:00","1007","-","6.8","201","4.3","4","96","0.8","0.9","0.8"
"Jyväskylä lentoasema AWOS","2024","3","14","04:00","1006.3","-","7.2","194","4.4","4","96","0.8","1","0.9"
"Jyväskylä lentoasema AWOS","2024","3","14","05:00","1005.3","-","6.7","185","4.5","4","95","0.9","1","1"
"Jyväskylä lentoasema AWOS","2024","3","14","06:00","1004.4","-","8.3","179","5","4.5","95","0.9","1.2","1.1"
"Jyväskylä lentoasema AWOS","2024","3","14","07:00","1003.3","-","8.9","174","5.8","5.1","94","1.1","1.5","1.3"
"Jyväskylä lentoasema AWOS","2024","3","14","08:00","1002.1","-","9.8","177","6.3","5.8","93","1.5","1.8","1.6"
"Jyväskylä lentoasema AWOS","2024","3","14","09:00","1000.9","-","9.8","178","6.5","6","93","1.8","2.1","2"
"Jyväskylä lentoasema AWOS","2024","3","14","10:00","1000.1","-","9.5","180","6.2","5.7","94","2","2.2","2.1"
"Jyväskylä lentoasema AWOS","2024","3","14","11:00","999.4","-","10.7","194","6.9","6.2","94","2.1","2.9","2.5"
"Jyväskylä lentoasema AWOS","2024","3","14","12:00","999.1","-","12.6","202","7.4","6.2","94","2.8","3","2.9"
"Jyväskylä lentoasema AWOS","2024","3","14","13:00","998.4","-","11.4","202","6.8","5.9","93","2.9","3.4","3.1"
"Jyväskylä lentoasema AWOS","2024","3","14","14:00","997.9","-","11.7","205","6.6","5.9","93","3.2","3.4","3.3"
"Jyväskylä lentoasema AWOS","2024","3","14","15:00","997.4","-","10.6","206","6.5","6","93","3.1","3.4","3.2"
"Jyväskylä lentoasema AWOS","2024","3","14","16:00","997.3","-","10.1","207","6.4","5.5","94","3","3.3","3.2"
"Jyväskylä lentoasema AWOS","2024","3","14","17:00","997.1","-","9","206","6","5.5","95","2.9","3.2","3.1"
"Jyväskylä lentoasema AWOS","2024","3","14","18:00","997","-","9.5","208","6.2","5.5","96","3","3.4","3.2"
"Jyväskylä lentoasema AWOS","2024","3","14","19:00","997","-","8.9","216","5.5","4.6","95","3.3","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","3","14","20:00","997.1","-","8.9","216","5.2","4.5","93","3.5","3.9","3.7"
"Jyväskylä lentoasema AWOS","2024","3","14","21:00","997","-","8.7","214","4.8","4.5","91","3.8","4.2","4"
"Jyväskylä lentoasema AWOS","2024","3","14","22:00","996.8","-","8.2","211","4.9","4.3","90","4","4.4","4.2"
"Jyväskylä lentoasema AWOS","2024","3","14","23:00","996.8","-","9.1","212","5.1","4.7","90","4.2","4.6","4.4"
"Jyväskylä lentoasema AWOS","2024","3","15","00:00","996.8","-","7.9","217","4.7","4.2","88","4.3","4.7","4.5"
"Jyväskylä lentoasema AWOS","2024","3","15","01:00","996.6","-","7.9","213","5.3","4.5","88","4.3","4.6","4.4"
"Jyväskylä lentoasema AWOS","2024","3","15","02:00","996.5","-","7.7","220","4.8","4.1","87","4.2","4.5","4.4"
"Jyväskylä lentoasema AWOS","2024","3","15","03:00","996.6","-","7.1","219","4.6","3.9","87","4","4.3","4.2"
"Jyväskylä lentoasema AWOS","2024","3","15","04:00","996.8","-","7.3","219","4.7","4","85","3.8","4.2","4"
"Jyväskylä lentoasema AWOS","2024","3","15","05:00","997","-","7.6","216","4.7","4.1","85","3.6","4","3.8"
"Jyväskylä lentoasema AWOS","2024","3","15","06:00","997.4","-","9.3","223","5.2","4.6","84","3.6","3.8","3.7"
"Jyväskylä lentoasema AWOS","2024","3","15","07:00","998.2","-","6.9","228","4.5","3.4","83","3.6","3.8","3.7"
"Jyväskylä lentoasema AWOS","2024","3","15","08:00","998.5","-","8","218","4.6","3.9","81","3.7","4.1","3.9"
"Jyväskylä lentoasema AWOS","2024","3","15","09:00","999.1","-","9.5","222","5.8","5","78","3.9","4.9","4.3"
"Jyväskylä lentoasema AWOS","2024","3","15","10:00","999.6","-","11.3","220","6.3","5.8","73","4.7","6","5.2"
"Jyväskylä lentoasema AWOS","2024","3","15","11:00","1000","-","9.6","222","5.9","5.4","68","5.6","6.6","6"
"Jyväskylä lentoasema AWOS","2024","3","15","12:00","1000.3","-","9.4","224","6.2","5.3","64","6.3","7.3","6.7"
"Jyväskylä lentoasema AWOS","2024","3","15","13:00","1000.6","-","9.2","225","6.3","5.1","63","6.8","7.6","7.2"
"Jyväskylä lentoasema AWOS","2024","3","15","14:00","1000.9","-","8.9","230","6.2","4.8","64","6.7","7.4","7"
"Jyväskylä lentoasema AWOS","2024","3","15","15:00","1001.2","-","7.9","220","5.1","4.4","67","6","7.2","6.6"
"Jyväskylä lentoasema AWOS","2024","3","15","16:00","1001.6","-","7.9","206","4.5","2.7","74","5","6","5.5"
"Jyväskylä lentoasema AWOS","2024","3","15","17:00","1001.7","-","4.7","188","2.8","2.5","82","4.5","5.1","4.7"
"Jyväskylä lentoasema AWOS","2024","3","15","18:00","1001.8","-","5.2","189","3.1","2.9","86","4","4.7","4.5"
"Jyväskylä lentoasema AWOS","2024","3","15","19:00","1001.5","-","4.7","178","3","2.8","94","3.3","4.3","3.8"
"Jyväskylä lentoasema AWOS","2024","3","15","20:00","1000.9","-","4.8","154","3.4","3","98","3.1","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","3","15","21:00","1000.1","-","6","155","4.3","3.7","98","3.2","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","3","15","22:00","999.6","-","7.3","170","4.6","3.9","97","3.4","3.6","3.5"
"Jyväskylä lentoasema AWOS","2024","3","15","23:00","999.3","-","4.9","168","3.2","2.9","98","3.2","3.5","3.4"
"Jyväskylä lentoasema AWOS","2024","3","16","00:00","999","-","6.1","174","3.8","3.1","98","3.2","3.9","3.6"
"Jyväskylä lentoasema AWOS","2024","3","16","01:00","998.5","-","6.6","185","3.9","3.6","98","3.7","4.5","4.1"
"Jyväskylä lentoasema AWOS","2024","3","16","02:00","998.2","-","6.7","187","4.6","4","97","4","4.7","4.4"
"Jyväskylä lentoasema AWOS","2024","3","16","03:00","998","-","6.9","191","4.1","3.3","97","4.2","4.7","4.5"
"Jyväskylä lentoasema AWOS","2024","3","16","04:00","998","-","5.3","188","3.4","3","97","4.1","4.5","4.3"
"Jyväskylä lentoasema AWOS","2024","3","16","05:00","998.4","-","6.6","211","3.6","3.2","96","4.4","4.6","4.5"
"Jyväskylä lentoasema AWOS","2024","3","16","06:00","999.2","-","5.7","225","3.7","3.1","95","3.8","4.4","4.2"
"Jyväskylä lentoasema AWOS","2024","3","16","07:00","1000","-","5.4","234","3.3","2.8","95","3.6","4","3.8"
"Jyväskylä lentoasema AWOS","2024","3","16","08:00","1000.9","-","4.5","282","3.2","2.5","95","3.2","3.8","3.6"
"Jyväskylä lentoasema AWOS","2024","3","16","09:00","1002.1","-","5.1","327","3.8","3.3","94","2.3","3.6","2.6"
"Jyväskylä lentoasema AWOS","2024","3","16","10:00","1003.1","-","4.9","326","3.8","3.6","95","1.9","2.4","2.2"
"Jyväskylä lentoasema AWOS","2024","3","16","11:00","1003.8","-","5.2","336","3.7","3.3","93","2","2.4","2.3"
"Jyväskylä lentoasema AWOS","2024","3","16","12:00","1004.8","-","6.5","347","4.6","3.6","92","1.8","2.3","2"
"Jyväskylä lentoasema AWOS","2024","3","16","13:00","1005.5","-","6.6","346","4.9","4.3","90","1","1.9","1.4"
"Jyväskylä lentoasema AWOS","2024","3","16","14:00","1006.1","-","6.5","346","4.5","4.2","91","0.3","1","0.6"
"Jyväskylä lentoasema AWOS","2024","3","16","15:00","1006.7","-","7.1","7","4.9","4.1","86","0.2","0.6","0.4"
"Jyväskylä lentoasema AWOS","2024","3","16","16:00","1007.3","-","8.4","14","4.9","4","81","0","0.2","0.1"
"Jyväskylä lentoasema AWOS","2024","3","16","17:00","1008","-","6.7","18","4.8","3.7","82","-0.1","0","0"
"Jyväskylä lentoasema AWOS","2024","3","16","18:00","1008.6","-","6.1","15","3.7","3.2","82","-0.2","0","-0.1"
"Jyväskylä lentoasema AWOS","2024","3","16","19:00","1009.5","-","8.3","360","4.9","4.4","83","-1","-0.1","-0.6"
"Jyväskylä lentoasema AWOS","2024","3","16","20:00","1010","-","9.4","2","6.3","5.3","89","-1.8","-1","-1.6"
"Jyväskylä lentoasema AWOS","2024","3","16","21:00","1010.5","-","10.3","14","6.4","5.2","87","-2.4","-1.8","-2"
"Jyväskylä lentoasema AWOS","2024","3","16","22:00","1011.1","-","9.9","15","5.7","4.5","88","-2.8","-2.4","-2.5"
"Jyväskylä lentoasema AWOS","2024","3","16","23:00","1011.7","-","9.3","23","5.7","4.6","88","-2.9","-2.7","-2.8"
"Jyväskylä lentoasema AWOS","2024","3","17","00:00","1012.3","-","9.8","20","6.2","5.4","83","-3.6","-2.7","-3.1"
"Jyväskylä lentoasema AWOS","2024","3","17","01:00","1012.8","-","8.4","26","5.7","4.7","69","-3.5","-3","-3.2"
"Jyväskylä lentoasema AWOS","2024","3","17","02:00","1013.3","-","9.7","26","6.3","5.5","63","-3.2","-3","-3.1"
"Jyväskylä lentoasema AWOS","2024","3","17","03:00","1014","-","10.2","28","6.6","5.8","55","-3.2","-3","-3.1"
"Jyväskylä lentoasema AWOS","2024","3","17","04:00","1014.6","-","11.6","25","7","6.4","52","-3.3","-3","-3.2"
"Jyväskylä lentoasema AWOS","2024","3","17","05:00","1015.7","-","10.2","23","7.1","6","53","-3.7","-3.2","-3.4"
"Jyväskylä lentoasema AWOS","2024","3","17","06:00","1016.9","-","10.6","21","7.1","6.4","53","-4.1","-3.7","-3.9"
"Jyväskylä lentoasema AWOS","2024","3","17","07:00","1018.2","-","12","16","7.7","6.6","53","-4.5","-3.9","-4.2"
"Jyväskylä lentoasema AWOS","2024","3","17","08:00","1019.4","-","12.6","26","8.2","7.2","50","-4.5","-4.3","-4.4"
"Jyväskylä lentoasema AWOS","2024","3","17","09:00","1020.6","-","10.3","34","7.9","6.2","42","-4.5","-4","-4.2"
"Jyväskylä lentoasema AWOS","2024","3","17","10:00","1021.4","-","10.5","29","7","6","31","-4.1","-3.4","-3.8"
"Jyväskylä lentoasema AWOS","2024","3","17","11:00","1022.3","-","10.9","25","7.3","5.5","28","-3.5","-3.1","-3.3"
"Jyväskylä lentoasema AWOS","2024","3","17","12:00","1023.1","-","9.4","18","6.1","5.1","29","-3.2","-2.7","-2.9"
"Jyväskylä lentoasema AWOS","2024","3","17","13:00","1023.7","-","8.7","11","5.7","5.2","31","-2.9","-2.5","-2.7"
"Jyväskylä lentoasema AWOS","2024","3","17","14:00","1024.5","-","9.3","16","6.3","5","30","-2.8","-2.2","-2.5"
"Jyväskylä lentoasema AWOS","2024","3","17","15:00","1025.1","-","7.9","19","5.7","4.9","30","-2.3","-2.1","-2.2"
"Jyväskylä lentoasema AWOS","2024","3","17","16:00","1025.8","-","8.3","24","5.4","4.6","29","-2.9","-2.2","-2.5"
"Jyväskylä lentoasema AWOS","2024","3","17","17:00","1026.6","-","6.9","14","4.4","3.5","32","-3.9","-2.6","-3.3"
"Jyväskylä lentoasema AWOS","2024","3","17","18:00","1027.4","-","4.8","14","3.1","2.4","36","-5","-3.8","-4.4"
"Jyväskylä lentoasema AWOS","2024","3","17","19:00","1028.2","-","4","8","2.8","2.6","40","-5.4","-4.8","-5.1"
"Jyväskylä lentoasema AWOS","2024","3","17","20:00","1028.8","-","3.3","3","2.6","2.3","44","-6.7","-5.1","-5.9"
"Jyväskylä lentoasema AWOS","2024","3","17","21:00","1029.4","-","3.1","7","2.5","2.4","46","-7","-6.1","-6.6"
"Jyväskylä lentoasema AWOS","2024","3","17","22:00","1029.7","-","2.8","14","2.3","1.7","48","-8.1","-6.7","-7.2"
"Jyväskylä lentoasema AWOS","2024","3","17","23:00","1029.9","-","2.3","14","1.9","1.4","52","-11.6","-7.2","-8.4"
"Jyväskylä lentoasema AWOS","2024","3","18","00:00","1030.4","-","2.6","4","2","1.7","66","-13.2","-10.3","-11.9"
"Jyväskylä lentoasema AWOS","2024","3","18","01:00","1030.6","-","2.1","317","1.9","1.3","72","-13.7","-11.8","-12.7"
"Jyväskylä lentoasema AWOS","2024","3","18","02:00","1030.7","-","1.4","290","1.1","0.8","75","-15","-13.1","-13.8"
"Jyväskylä lentoasema AWOS","2024","3","18","03:00","1030.7","-","1.8","291","1.2","0.9","79","-16.1","-14.2","-15.1"
"Jyväskylä lentoasema AWOS","2024","3","18","04:00","1030.8","-","1.5","328","1.3","0.9","80","-16.3","-14.7","-15.5"
"Jyväskylä lentoasema AWOS","2024","3","18","05:00","1030.9","-","1.8","333","1.2","1","80","-15.6","-14.8","-15.2"
"Jyväskylä lentoasema AWOS","2024","3","18","06:00","1031","-","1.4","327","1.2","0.9","78","-15.2","-13.2","-14.5"
"Jyväskylä lentoasema AWOS","2024","3","18","07:00","1030.7","-","1.3","159","0.9","0.6","65","-13.3","-7","-10.6"
"Jyväskylä lentoasema AWOS","2024","3","18","08:00","1030.4","-","4.2","136","3.4","2.4","50","-7.5","-5.9","-6.7"
"Jyväskylä lentoasema AWOS","2024","3","18","09:00","1030.1","-","4.1","129","3.6","3.1","44","-6.1","-4.4","-5.2"
"Jyväskylä lentoasema AWOS","2024","3","18","10:00","1029.6","-","4.6","125","3.5","3.2","38","-4.5","-3.4","-3.9"
"Jyväskylä lentoasema AWOS","2024","3","18","11:00","1029","-","4.7","130","3.4","3.1","36","-3.5","-2.2","-3"
"Jyväskylä lentoasema AWOS","2024","3","18","12:00","1028.1","-","3.4","137","2.9","2","32","-2.3","-1.1","-1.8"
"Jyväskylä lentoasema AWOS","2024","3","18","13:00","1027.3","-","3.9","137","2.8","2.2","27","-1.3","-0.5","-0.9"
"Jyväskylä lentoasema AWOS","2024","3","18","14:00","1026.7","-","3.3","138","2.9","2.2","25","-0.8","0.2","-0.2"
"Jyväskylä lentoasema AWOS","2024","3","18","15:00","1026.1","-","3","113","2.4","1.8","27","-1","0.2","-0.1"
"Jyväskylä lentoasema AWOS","2024","3","18","16:00","1025.9","-","2.8","116","2.3","1.8","34","-2.2","-0.1","-1.3"
"Jyväskylä lentoasema AWOS","2024","3","18","17:00","1025.9","-","1.6","144","1.5","0.7","43","-4.2","-2.2","-3.4"
"Jyväskylä lentoasema AWOS","2024","3","18","18:00","1026.1","-","1","158","0.8","0.4","55","-7.1","-4","-5.9"
"Jyväskylä lentoasema AWOS","2024","3","18","19:00","1026.3","-","1.3","143","0.9","0.6","64","-8.3","-7","-7.8"
"Jyväskylä lentoasema AWOS","2024","3","18","20:00","1026.8","-","0.9","120","0.7","0.5","66","-10.3","-8.1","-9.2"
"Jyväskylä lentoasema AWOS","2024","3","18","21:00","1026.9","-","1","86","0.6","0.3","73","-11.5","-9.7","-10.7"
"Jyväskylä lentoasema AWOS","2024","3","18","22:00","1026.9","-","1","279","0.8","0.5","72","-12.4","-10.6","-11.4"
"Jyväskylä lentoasema AWOS","2024","3","18","23:00","1027","-","0.7","272","0.5","0.3","85","-13.6","-11.9","-12.9"
"Jyväskylä lentoasema AWOS","2024","3","19","00:00","1026.9","-","0.7","177","0.5","0.3","87","-14.5","-13.7","-14.1"
"Jyväskylä lentoasema AWOS","2024","3","19","01:00","1026.5","-","0.8","289","0.5","0.3","88","-15.5","-14.3","-15"
"Jyväskylä lentoasema AWOS","2024","3","19","02:00","1026.4","-","1.1","310","0.8","0.6","85","-15.7","-15","-15.3"
"Jyväskylä lentoasema AWOS","2024","3","19","03:00","1026.4","-","0.9","204","0.8","0.5","85","-16.8","-15.6","-16.3"
"Jyväskylä lentoasema AWOS","2024","3","19","04:00","1026.4","-","0.7","196","0.5","0.3","85","-17","-16.5","-16.8"
"Jyväskylä lentoasema AWOS","2024","3","19","05:00","1026.5","-","0.8","153","0.6","0.4","84","-17.6","-16.7","-17.1"
"Jyväskylä lentoasema AWOS","2024","3","19","06:00","1026.5","-","1.1","119","1","0.6","77","-16.7","-14.7","-15.6"
"Jyväskylä lentoasema AWOS","2024","3","19","07:00","1026.1","-","1.9","119","1.7","1.3","74","-14.6","-11","-12.8"
"Jyväskylä lentoasema AWOS","2024","3","19","08:00","1025.8","-","2.6","116","2.3","2.1","72","-10.9","-6.6","-8.9"
"Jyväskylä lentoasema AWOS","2024","3","19","09:00","1025.7","-","4","122","3.4","2.7","64","-6.8","-2.4","-4.8"
"Jyväskylä lentoasema AWOS","2024","3","19","10:00","1025.4","-","7.1","146","5.6","4.5","63","-3.1","-1.4","-2.2"
"Jyväskylä lentoasema AWOS","2024","3","19","11:00","1025.2","-","8","164","5.3","4.7","65","-1.9","-0.6","-1.2"
"Jyväskylä lentoasema AWOS","2024","3","19","12:00","1024.7","-","7.3","167","4.6","3.7","70","-1.6","-0.8","-1.2"
"Jyväskylä lentoasema AWOS","2024","3","19","13:00","1024.3","-","5.5","175","4.1","3.4","73","-1.8","-1.2","-1.6"
"Jyväskylä lentoasema AWOS","2024","3","19","14:00","1023.9","-","5.1","198","4.3","3.2","71","-1.6","-1.4","-1.5"
"Jyväskylä lentoasema AWOS","2024","3","19","15:00","1023.5","-","5.4","177","3.9","3.3","74","-1.8","-1.5","-1.7"
"Jyväskylä lentoasema AWOS","2024","3","19","16:00","1023","-","5.2","176","3.8","3.2","76","-1.8","-1.6","-1.7"
"Jyväskylä lentoasema AWOS","2024","3","19","17:00","1022.9","-","4.5","177","3.3","2.8","77","-1.9","-1.8","-1.8"
"Jyväskylä lentoasema AWOS","2024","3","19","18:00","1022.8","-","5.3","181","3.9","3.4","79","-1.9","-1.8","-1.9"
"Jyväskylä lentoasema AWOS","2024","3","19","19:00","1022.7","-","4.2","181","2.9","2.6","80","-1.9","-1.8","-1.9"
"Jyväskylä lentoasema AWOS","2024","3","19","20:00","1022.5","-","4.1","182","2.8","2.5","81","-1.9","-1.7","-1.8"
"Jyväskylä lentoasema AWOS","2024","3","19","21:00","1022","-","4.6","189","3.2","2.6","83","-1.8","-1.6","-1.7"
"Jyväskylä lentoasema AWOS","2024","3","19","22:00","1021.7","-","4.4","188","3.1","2.8","84","-1.7","-1.6","-1.6"
"Jyväskylä lentoasema AWOS","2024","3","19","23:00","1021.4","-","4.3","193","2.9","2.5","86","-1.6","-1.5","-1.6"
"Jyväskylä lentoasema AWOS","2024","3","20","00:00","1021.2","-","4.7","211","2.9","2.5","89","-1.5","-1.4","-1.5"
"Jyväskylä lentoasema AWOS","2024","3","20","01:00","1020.7","-","4.4","201","2.8","2.4","91","-1.4","-1.4","-1.4"
"Jyväskylä lentoasema AWOS","2024","3","20","02:00","1020.5","-","3","182","1.9","1.7","93","-1.4","-1.3","-1.4"
"Jyväskylä lentoasema AWOS","2024","3","20","03:00","1020.2","-","3.2","174","2.1","2","94","-1.4","-1.2","-1.3"
"Jyväskylä lentoasema AWOS","2024","3","20","04:00","1020","-","3.4","178","2.5","2.1","94","-1.2","-1.1","-1.1"
"Jyväskylä lentoasema AWOS","2024","3","20","05:00","1019.8","-","3.5","178","2.5","2.2","97","-1.2","-1.2","-1.2"
"Jyväskylä lentoasema AWOS","2024","3","20","06:00","1019.7","-","4.4","184","2.9","2.4","98","-1.2","-0.7","-1"
"Jyväskylä lentoasema AWOS","2024","3","20","07:00","1019.7","-","7.1","201","4.6","3.6","93","-0.7","-0.3","-0.4"
"Jyväskylä lentoasema AWOS","2024","3","20","08:00","1019.7","-","6.7","204","4.1","3.3","90","-0.3","0.1","0"
"Jyväskylä lentoasema AWOS","2024","3","20","09:00","1019.7","-","5.8","206","4.2","3.5","89","0.1","0.5","0.3"
"Jyväskylä lentoasema AWOS","2024","3","20","10:00","1019.6","-","5.7","204","4.1","3.4","85","0.5","0.8","0.7"
"Jyväskylä lentoasema AWOS","2024","3","20","11:00","1019.5","-","6.8","183","4.5","3.6","86","0.4","1","0.7"
"Jyväskylä lentoasema AWOS","2024","3","20","12:00","1019.2","-","6.5","203","5","3.3","81","0.8","1.5","1.1"
"Jyväskylä lentoasema AWOS","2024","3","20","13:00","1019","-","6.6","210","4","3.2","78","1.2","1.6","1.4"
"Jyväskylä lentoasema AWOS","2024","3","20","14:00","1018.9","-","7.6","194","4.8","3.6","84","0.8","1.4","1.1"
"Jyväskylä lentoasema AWOS","2024","3","20","15:00","1018.7","-","4.7","208","3.5","2.8","85","0.6","1","0.8"
"Jyväskylä lentoasema AWOS","2024","3","20","16:00","1018.7","-","5.3","221","3.8","3.3","80","0.4","0.8","0.5"
"Jyväskylä lentoasema AWOS","2024","3","20","17:00","1018.8","-","5.6","207","3.8","3.2","75","-0.2","0.4","0.1"
"Jyväskylä lentoasema AWOS","2024","3","20","18:00","1018.9","-","5.9","218","3.7","2.6","76","-0.2","-0.1","-0.2"
"Jyväskylä lentoasema AWOS","2024","3","20","19:00","1018.9","-","6.6","223","4.7","3.4","77","-0.3","-0.1","-0.1"
"Jyväskylä lentoasema AWOS","2024","3","20","20:00","1018.8","-","7.8","219","5","4.2","76","-0.5","-0.3","-0.4"
"Jyväskylä lentoasema AWOS","2024","3","20","21:00","1018.7","-","7.3","220","4.8","4","76","-0.7","-0.4","-0.5"
"Jyväskylä lentoasema AWOS","2024","3","20","22:00","1018.7","-","6.5","220","4.3","3.5","77","-0.9","-0.7","-0.9"
"Jyväskylä lentoasema AWOS","2024","3","20","23:00","1018.3","-","4.4","183","3.7","2.5","77","-1.1","-0.9","-1"
"Jyväskylä lentoasema AWOS","2024","3","21","00:00","1017.8","-","4.2","165","2.9","2.6","82","-1.6","-1.1","-1.4"
"Jyväskylä lentoasema AWOS","2024","3","21","01:00","1017.2","-","4.3","161","3.4","2.9","89","-1.8","-1.5","-1.7"
"Jyväskylä lentoasema AWOS","2024","3","21","02:00","1016.7","-","4.6","160","3.4","2.9","93","-1.9","-1.8","-1.8"
"Jyväskylä lentoasema AWOS","2024","3","21","03:00","1016.2","-","3.8","166","2.9","2.5","94","-1.8","-1.6","-1.7"
"Jyväskylä lentoasema AWOS","2024","3","21","04:00","1015.8","-","3.2","176","2.4","2.1","95","-1.6","-1.2","-1.4"
"Jyväskylä lentoasema AWOS","2024","3","21","05:00","1015.5","-","3.9","185","2.4","2.2","96","-1.2","-0.9","-1.1"
