"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema","2024","3","15","14:00","7.4","7.7","7","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","15","15:00","6.7","7.5","5.8","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","15","16:00","5.2","5.8","4.6","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","15","17:00","4.4","4.6","4.2","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","15","18:00","4.2","4.3","4.1","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","15","19:00","3.7","4.1","3.2","-","96","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","3","15","20:00","3.1","3.3","2.9","-","99","-","-","-","0.8","-"
"Jyväskylä lentoasema","2024","3","15","21:00","3.1","3.3","3","-","100","-","-","-","1.9","-"
"Jyväskylä lentoasema","2024","3","15","22:00","3.2","3.4","3","-","100","-","-","-","0.7","-"
"Jyväskylä lentoasema","2024","3","15","23:00","3","3.2","2.8","-","100","-","-","-","0.5","-"
"Jyväskylä lentoasema","2024","3","16","00:00","3.3","3.9","2.8","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","01:00","4.1","4.3","3.8","-","100","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","16","02:00","4.2","4.3","4.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","03:00","4.3","4.4","4.1","-","99","-","-","-","0.7","-"
"Jyväskylä lentoasema","2024","3","16","04:00","4.2","4.3","4","-","99","-","-","-","1.9","-"
"Jyväskylä lentoasema","2024","3","16","05:00","4.2","4.3","4.1","-","98","-","-","-","1.3","-"
"Jyväskylä lentoasema","2024","3","16","06:00","4","4.2","3.8","-","97","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","16","07:00","3.8","3.9","3.7","-","97","-","-","-","0.5","-"
"Jyväskylä lentoasema","2024","3","16","08:00","3.5","3.7","3","-","97","-","-","-","0.4","-"
"Jyväskylä lentoasema","2024","3","16","09:00","2.1","3.5","1.7","-","96","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","16","10:00","1.7","1.9","1.5","-","96","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","16","11:00","1.8","2.1","1.5","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","12:00","1.6","1.9","1.3","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","13:00","1.1","1.5","0.6","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","14:00","0.3","0.6","0.1","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","15:00","0.2","0.3","0.1","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","16:00","-0.1","0.1","-0.2","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","17:00","-0.2","-0.2","-0.3","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","18:00","-0.3","-0.2","-0.3","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","16","19:00","-0.8","-0.2","-1.2","-","86","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","16","20:00","-1.8","-1.2","-2.1","-","92","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","16","21:00","-2.2","-2","-2.6","-","88","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","16","22:00","-2.7","-2.5","-2.9","-","90","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","16","23:00","-2.9","-2.8","-3","-","89","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","17","00:00","-3.2","-2.8","-3.8","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","01:00","-3.3","-3.1","-3.7","-","72","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","02:00","-3.2","-3.1","-3.3","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","03:00","-3.2","-3.1","-3.3","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","04:00","-3.3","-3.2","-3.5","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","05:00","-3.7","-3.5","-3.9","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","06:00","-4.1","-3.9","-4.2","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","07:00","-4.5","-4.2","-4.7","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","08:00","-4.6","-4.5","-4.8","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","09:00","-4.5","-4.2","-4.7","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","10:00","-4","-3.7","-4.2","-","34","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","11:00","-3.6","-3.3","-3.8","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","12:00","-3.2","-3","-3.5","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","13:00","-3","-2.9","-3.2","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","14:00","-3","-2.7","-3.2","-","34","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","15:00","-2.7","-2.5","-3","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","16:00","-3","-2.7","-3.4","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","17:00","-4","-3.3","-4.8","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","18:00","-5.2","-4.6","-6.5","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","19:00","-7.1","-5.6","-8.1","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","20:00","-7.6","-7.2","-8.1","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","21:00","-7.8","-7.2","-8.2","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","22:00","-8.3","-7.9","-9.1","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","17","23:00","-9.4","-9.1","-9.7","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","00:00","-9.9","-9.4","-10.7","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","01:00","-11.9","-10.5","-14.1","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","02:00","-14.3","-10.6","-17.3","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","03:00","-16.3","-15.4","-17.2","-","85","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","04:00","-15.5","-14.3","-16.9","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","05:00","-13.8","-12.5","-15.4","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","06:00","-13.8","-11.2","-15.9","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","07:00","-10.1","-7.8","-13.7","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","08:00","-6.4","-5.2","-7.7","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","09:00","-5.2","-3.9","-5.9","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","10:00","-4","-3.6","-4.3","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","11:00","-3.1","-2.3","-3.6","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","12:00","-1.9","-0.6","-2.5","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","13:00","-0.9","-0.3","-1.2","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","14:00","-0.6","-0.2","-1.1","-","26","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","15:00","-1","-0.3","-1.7","-","31","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","16:00","-1.6","-0.9","-2.8","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","17:00","-3.5","-2.8","-5.1","-","38","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","18:00","-5.6","-4.1","-6.6","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","19:00","-7.5","-6.5","-8.5","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","20:00","-9.3","-8.6","-9.9","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","21:00","-10.2","-9.1","-11","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","22:00","-11.8","-10.7","-12.4","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","18","23:00","-12.8","-12.3","-13.3","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","00:00","-13.6","-12.9","-14.2","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","01:00","-14.4","-13.7","-15","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","02:00","-15.1","-14.6","-15.6","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","03:00","-15.9","-15.4","-16.3","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","04:00","-16.2","-15.6","-16.6","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","05:00","-16.5","-16","-16.8","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","06:00","-15","-13.9","-16.5","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","07:00","-13.1","-10.9","-14.8","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","08:00","-9.2","-7","-10.9","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","09:00","-5.2","-2.2","-6.9","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","10:00","-1.6","-1","-2.2","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","11:00","-0.8","-0.4","-1.3","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","12:00","-0.5","-0.1","-1","-","67","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","13:00","-1.2","-0.8","-1.3","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","14:00","-1.4","-1.1","-1.6","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","15:00","-1.5","-1.4","-1.6","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","16:00","-1.8","-1.6","-1.9","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","17:00","-1.9","-1.8","-2","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","18:00","-2","-2","-2.1","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","19:00","-2.1","-2","-2.1","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","20:00","-2","-2","-2","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","21:00","-1.9","-1.9","-2","-","85","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","22:00","-1.8","-1.8","-1.9","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","19","23:00","-1.8","-1.7","-1.8","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","00:00","-1.7","-1.6","-1.7","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","01:00","-1.6","-1.5","-1.6","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","02:00","-1.5","-1.5","-1.6","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","03:00","-1.5","-1.4","-1.6","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","04:00","-1.3","-1.3","-1.4","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","05:00","-1.3","-1.3","-1.4","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","06:00","-1.1","-0.7","-1.3","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","07:00","-0.6","-0.4","-0.7","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","08:00","-0.1","0.2","-0.4","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","09:00","0.2","0.5","0","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","10:00","0.6","0.9","0.2","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","11:00","1","1.4","0.6","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","12:00","1.1","1.4","0.9","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","13:00","1.3","1.5","1.1","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","14:00","1.1","1.3","0.9","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","15:00","0.8","1.1","0.6","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","16:00","0.5","0.7","0.2","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","17:00","-0.1","0.2","-0.4","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","18:00","-0.4","-0.3","-0.4","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","19:00","-0.3","-0.2","-0.5","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","20:00","-0.6","-0.5","-0.7","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","21:00","-0.7","-0.6","-0.9","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","22:00","-1","-0.8","-1.1","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","20","23:00","-1.2","-1.1","-1.3","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","00:00","-1.5","-1.3","-1.8","-","84","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","21","01:00","-1.9","-1.7","-2.1","-","92","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","21","02:00","-2","-1.9","-2.1","-","95","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","3","21","03:00","-1.9","-1.7","-2","-","96","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","3","21","04:00","-1.6","-1.3","-1.8","-","97","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","21","05:00","-1.2","-1","-1.4","-","98","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","3","21","06:00","-0.7","-0.4","-1","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","07:00","0","0.3","-0.4","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","08:00","0.4","0.5","0.3","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","09:00","1","1.5","0.6","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","10:00","1.4","1.5","1.2","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","11:00","1.5","1.9","1.2","-","93","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","21","12:00","1.9","2","1.7","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","13:00","2","2.5","1.9","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","14:00","2.1","2.3","2","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","15:00","2.1","2.3","2","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","16:00","1.8","2.1","1.5","-","93","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","21","17:00","1.2","1.5","0.9","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","18:00","0.7","1","0.6","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","19:00","0.6","0.7","0.5","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","20:00","0.6","0.7","0.6","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","21:00","0.4","0.7","0.1","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","22:00","0.2","0.4","-0.5","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","21","23:00","-0.2","0","-0.5","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","00:00","-0.8","-0.3","-1.1","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","01:00","-1.2","-1","-1.4","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","02:00","-1.4","-1.1","-1.9","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","03:00","-0.9","-0.7","-1.2","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","04:00","-0.8","-0.7","-0.9","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","05:00","-0.7","-0.5","-0.8","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","06:00","-0.3","-0.1","-0.5","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","07:00","0","0.2","-0.1","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","08:00","0.4","0.5","0.2","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","09:00","0.5","0.7","0.3","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","10:00","0.7","0.9","0.6","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","11:00","0.6","0.8","0.4","-","95","-","-","-","0.4","-"
"Jyväskylä lentoasema","2024","3","22","12:00","0.6","0.7","0.4","-","96","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","22","13:00","0.6","0.7","0.4","-","96","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","22","14:00","0.4","0.5","0.2","-","98","-","-","-","0.7","-"
"Jyväskylä lentoasema","2024","3","22","15:00","0.2","0.3","0.2","-","98","-","-","-","0.6","-"
"Jyväskylä lentoasema","2024","3","22","16:00","0.2","0.2","0.1","-","99","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","3","22","17:00","0.1","0.2","0","-","99","-","-","-","0.6","-"
"Jyväskylä lentoasema","2024","3","22","18:00","0.1","0.1","0","-","99","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","3","22","19:00","0","0","0","-","99","-","-","-","0.5","-"
"Jyväskylä lentoasema","2024","3","22","20:00","0","0","-0.1","-","100","-","-","-","0.4","-"
"Jyväskylä lentoasema","2024","3","22","21:00","-0.1","0","-0.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","22:00","-0.1","0","-0.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","22","23:00","-0.1","0","-0.1","-","100","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","23","00:00","-0.1","-0.1","-0.2","-","100","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","23","01:00","0","0.1","-0.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","02:00","0.1","0.1","0.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","03:00","0.1","0.2","0.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","04:00","0.2","0.2","0.1","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","05:00","0.1","0.2","0.1","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","06:00","0.2","0.3","0.1","-","98","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","3","23","07:00","0.5","0.7","0.3","-","95","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","23","08:00","0.7","0.9","0.5","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","09:00","1.1","1.4","0.9","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","10:00","1.7","2.3","1.4","-","85","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","11:00","1.1","2.1","0.3","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","12:00","1.5","2.1","1","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","13:00","1.5","1.9","1","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","14:00","1.6","1.8","1.2","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","15:00","1.4","2.1","0.8","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","16:00","0.9","1.1","0.6","-","92","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","23","17:00","0.2","0.7","-0.1","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","18:00","0","0.4","-0.1","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","19:00","0.3","0.4","0.1","-","95","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","3","23","20:00","0.2","0.3","0.1","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","21:00","0.1","0.2","0.1","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","22:00","0","0.1","-0.1","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","23","23:00","-0.3","-0.2","-0.4","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","24","00:00","-0.5","-0.4","-0.7","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","24","01:00","-0.6","-0.6","-0.7","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","3","24","02:00","-0.6","-0.6","-0.7","-","97","-","-","-","0.1","-"
